date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total,day_of_week
2011-03-05,51,11,,20,1,0,0,702,2953,3655,Sat
2011-03-06,52,12,1,22,1,1,0,530,2691,3221,Sun
2011-03-07,44,12,1,9,0,0,0,386,6578,6964,Mon
2011-03-08,38,12,,0,0,0,0,430,6343,6773,Tue
2011-03-09,40,12,1,8,0,0,0,374,6423,6797,Wed
2011-03-10,46,12,1,24,1,0,0,332,6315,6647,Thu
2011-03-11,48,12,1,16,1,1,0,473,6206,6679,Fri
2011-03-12,47,12,,9,0,0,0,711,2879,3590,Sat
2011-03-13,47,12,,13,1,0,0,586,2290,2876,Sun
2011-03-14,41,12,,13,1,1,0,474,5993,6467,Mon
2011-03-15,40,12,,7,0,0,0,437,6497,6934,Tue
2011-03-16,48,12,1,21,1,0,0,426,5767,6193,Wed
2011-03-17,54,12,,1,0,0,0,559,5332,5891,Thu
2011-03-18,64,12,,1,0,0,0,655,4815,5470,Fri
2011-03-19,48,12,,3,0,0,0,704,2890,3594,Sat
2011-03-20,42,12,,0,0,0,0,632,2400,3032,Sun
2011-03-21,40,12,1,20,1,0,0,375,5915,6290,Mon
2011-03-22,45,12,1,12,1,1,0,364,6177,6541,Tue
2011-03-23,36,12,1,24,1,1,1,356,5755,6111,Wed
2011-03-24,37,12,1,11,1,1,1,345,5670,6015,Thu
2011-03-25,35,12,,0,0,0,0,461,5168,5629,Fri
2011-03-26,33,12,,0,0,0,0,658,3149,3807,Sat
2011-03-27,36,12,,0,0,0,0,577,2905,3482,Sun
2011-03-28,36,12,,0,0,0,0,384,6184,6568,Mon
2011-03-29,40,13,,0,0,0,0,381,5738,6119,Tue
2011-03-30,44,13,1,7,0,0,0,436,5648,6084,Wed
2011-03-31,40,13,1,24,1,0,0,365,5049,5414,Thu
2011-04-01,40,13,1,23,1,1,0,486,5281,5767,Fri
2011-04-02,46,13,,2,0,0,0,665,2639,3304,Sat
2011-04-03,50,13,1,3,0,0,0,596,2236,2832,Sun
2011-04-04,53,13,1,12,1,0,0,437,5191,5628,Mon
2011-04-05,54,13,1,12,1,1,0,414,4988,5402,Tue
2011-04-06,46,13,1,8,0,0,0,434,5164,5598,Wed
2011-04-07,47,13,1,17,1,0,0,475,5895,6370,Thu
2011-04-08,46,13,1,8,0,0,0,492,5094,5586,Fri
2011-04-09,49,13,1,1,0,0,0,721,2368,3089,Sat
2011-04-10,51,13,,20,1,0,0,615,2055,2670,Sun
2011-04-11,66,13,1,13,1,1,0,508,5261,5769,Mon
2011-04-12,58,13,1,19,1,1,1,362,5320,5682,Tue
2011-04-13,46,13,1,24,1,1,1,378,5494,5872,Wed
2011-04-14,58,13,,5,0,0,0,511,5166,5677,Thu
2011-04-15,48,13,,9,0,0,0,545,4805,5350,Fri
2011-04-16,48,13,1,21,1,0,0,538,3167,3705,Sat
2011-04-17,56,13,1,9,0,0,0,575,2245,2820,Sun
2011-04-18,55,13,,5,0,0,0,519,5286,5805,Mon
2011-04-19,50,13,1,11,1,0,0,490,5543,6033,Tue
2011-04-20,55,14,1,13,1,1,0,514,5315,5829,Wed
2011-04-21,53,14,,0,0,0,0,540,4963,5503,Thu
2011-04-22,46,14,,8,0,0,0,539,4147,4686,Fri
2011-04-23,52,14,1,21,1,0,0,643,2648,3291,Sat
2011-04-24,67,14,1,15,1,1,0,714,1501,2215,Sun
2011-04-25,66,14,1,20,1,1,1,580,5489,6069,Mon
2011-04-26,68,14,1,6,0,0,0,617,4984,5601,Tue
2011-04-27,68,14,,7,0,0,0,547,5422,5969,Wed
2011-04-28,66,14,1,14,1,0,0,494,5320,5814,Thu
2011-04-29,62,14,,8,0,0,0,623,4448,5071,Fri
2011-04-30,58,14,,11,1,0,0,852,2293,3145,Sat
2011-05-01,60,14,,0,0,0,0,693,1901,2594,Sun
2011-05-02,56,14,,15,1,0,0,531,5087,5618,Mon
2011-05-03,65,14,,6,0,0,0,518,5427,5945,Tue
2011-05-04,55,14,1,23,1,0,0,463,5277,5740,Wed
2011-05-05,56,14,,6,0,0,0,557,5097,5654,Thu
2011-05-06,61,14,,0,0,0,0,546,4523,5069,Fri
2011-05-07,64,14,,4,0,0,0,870,2062,2932,Sat
2011-05-08,63,14,,10,1,0,0,772,1556,2328,Sun
2011-05-09,62,14,,4,0,0,0,564,4987,5551,Mon
2011-05-10,64,14,,0,0,0,0,541,5108,5649,Tue
2011-05-11,62,14,,5,0,0,0,560,5390,5950,Wed
2011-05-12,63,14,,3,0,0,0,527,5025,5552,Thu
2011-05-13,60,14,,18,1,0,0,648,4550,5198,Fri
2011-05-14,60,14,,24,1,1,0,880,2051,2931,Sat
2011-05-15,64,14,1,22,1,1,1,684,1723,2407,Sun
2011-05-16,58,14,1,24,1,1,1,509,5009,5518,Mon
2011-05-17,56,15,1,24,1,1,1,453,5819,6272,Tue
2011-05-18,60,15,1,24,1,1,1,430,5573,6003,Wed
2011-05-19,68,15,1,12,1,1,1,391,5385,5776,Thu
2011-05-20,60,15,1,12,1,1,1,840,4666,5506,Fri
2011-05-21,66,15,1,3,0,0,0,1109,2326,3435,Sat
2011-05-22,56,15,1,24,1,0,0,773,1662,2435,Sun
2011-05-23,61,15,1,24,1,1,0,515,4937,5452,Mon
2011-05-24,74,15,1,11,1,1,1,651,5372,6023,Tue
2011-05-25,74,15,,0,0,0,0,623,4887,5510,Wed
2011-05-26,71,15,1,3,0,0,0,686,4913,5599,Thu
2011-05-27,74,15,1,0,0,0,0,726,4551,5277,Fri
2011-05-28,76,15,,0,0,0,0,974,2036,3010,Sat
2011-05-29,74,15,1,3,0,0,0,886,1398,2284,Sun
2011-05-30,78,15,1,2,0,0,0,933,2294,3227,Mon
2011-05-31,79,15,1,0,0,0,0,497,6260,6757,Tue
2011-06-01,80,15,1,0,0,0,0,440,5239,5679,Wed
2011-06-02,71,15,,0,0,0,0,478,5363,5841,Thu
2011-06-03,66,15,,0,0,0,0,598,4750,5348,Fri
2011-06-04,67,15,,5,0,0,0,984,2198,3182,Sat
2011-06-05,63,15,,8,0,0,0,834,1621,2455,Sun
2011-06-06,70,15,,4,0,0,0,574,5260,5834,Mon
2011-06-07,76,15,1,0,0,0,0,526,5510,6036,Tue
2011-06-08,84,15,1,0,0,0,0,426,5921,6347,Wed
2011-06-09,82,15,1,1,0,0,0,302,6037,6339,Thu
2011-06-10,78,15,1,2,0,0,0,446,5224,5670,Fri
2011-06-11,66,15,1,24,1,0,0,741,2389,3130,Sat
2011-06-12,66,15,1,22,1,1,0,774,1727,2501,Sun
2011-06-13,66,15,1,11,1,1,1,531,5300,5831,Mon
2011-06-14,65,15,1,8,0,0,0,487,5353,5840,Tue
2011-06-15,70,15,,1,0,0,0,552,5138,5690,Wed
2011-06-16,,15,,6,0,0,0,616,5006,5622,Thu
2011-06-17,,15,1,15,1,0,0,513,4820,5333,Fri
2011-06-18,74,15,1,1,0,0,0,1023,2435,3458,Sat
2011-06-19,76,15,,0,0,0,0,1018,1706,2724,Sun
2011-06-20,74,15,,0,0,0,0,542,5463,6005,Mon
2011-06-21,76,15,,3,0,0,0,681,5533,6214,Tue
2011-06-22,76,15,1,3,0,0,0,415,5279,5694,Wed
2011-06-23,68,15,1,22,1,0,0,440,5240,5680,Thu
2011-06-24,68,15,1,24,1,1,0,620,4488,5108,Fri
2011-06-25,72,15,1,17,1,1,1,994,2341,3335,Sat
2011-06-26,72,15,,6,0,0,0,798,1666,2464,Sun
2011-06-27,74,15,,3,0,0,0,564,5484,6048,Mon
2011-06-28,78,15,1,5,0,0,0,527,5824,6351,Tue
2011-06-29,76,15,1,4,0,0,0,417,5327,5744,Wed
2011-06-30,74,15,,0,0,0,0,529,5092,5621,Thu
2011-07-01,73,15,,1,0,0,0,605,4388,4993,Fri
2011-07-02,77,15,,0,0,0,0,912,1994,2906,Sat
2011-07-03,72,15,1,13,1,0,0,795,1287,2082,Sun
2011-07-04,78,15,1,5,0,0,0,963,1777,2740,Mon
2011-07-05,78,15,,0,0,0,0,551,5695,6246,Tue
2011-07-06,81,15,1,0,0,0,0,310,5920,6230,Wed
2011-07-07,83,15,1,3,0,0,0,513,5557,6070,Thu
2011-07-08,76,15,1,7,0,0,0,410,4875,5285,Fri
2011-07-09,78,15,1,2,0,0,0,815,2230,3045,Sat
2011-07-10,77,15,,0,0,0,0,859,1926,2785,Sun
2011-07-11,82,15,,0,0,0,0,425,5730,6155,Mon
2011-07-12,86,15,,0,0,0,0,398,6141,6539,Tue
2011-07-13,78,15,1,2,0,0,0,444,5580,6024,Wed
2011-07-14,74,15,,2,0,0,0,552,5534,6086,Thu
2011-07-15,76,15,,0,0,0,0,630,4796,5426,Fri
2011-07-16,80,15,,4,0,0,0,1019,2075,3094,Sat
2011-07-17,82,15,,0,0,0,0,851,1761,2612,Sun
2011-07-18,85,15,1,6,0,0,0,382,5552,5934,Mon
2011-07-19,84,15,1,0,0,0,0,396,5927,6323,Tue
2011-07-20,82,15,1,0,0,0,0,393,5920,6313,Wed
2011-07-21,86,15,1,0,0,0,0,335,6079,6414,Thu
2011-07-22,94,15,1,0,0,0,0,324,6683,7007,Fri
2011-07-23,92,15,,0,0,0,0,496,3882,4378,Sat
2011-07-24,84,15,1,3,0,0,0,564,2795,3359,Sun
2011-07-25,74,15,1,11,1,0,0,412,5503,5915,Mon
2011-07-26,80,15,1,11,1,1,0,412,5473,5885,Tue
2011-07-27,76,15,,0,0,0,0,413,5223,5636,Wed
2011-07-28,79,14,,4,0,0,0,478,5146,5624,Thu
2011-07-29,78,14,1,17,1,0,0,483,5072,5555,Fri
2011-07-30,82,14,1,0,0,0,0,750,2552,3302,Sat
2011-07-31,81,14,,5,0,0,0,769,2010,2779,Sun
2011-08-01,82,14,,1,0,0,0,386,5476,5862,Mon
2011-08-02,82,14,,0,0,0,0,434,5716,6150,Tue
2011-08-03,78,14,1,10,1,0,0,454,4546,5000,Wed
2011-08-04,76,14,1,9,0,0,0,502,4993,5495,Thu
2011-08-05,78,14,,0,0,0,0,673,4596,5269,Fri
2011-08-06,78,14,1,11,1,0,0,979,2102,3081,Sat
2011-08-07,81,14,1,10,1,1,0,781,1787,2568,Sun
2011-08-08,82,14,1,1,0,0,0,455,5112,5567,Mon
2011-08-09,77,14,1,5,0,0,0,378,5510,5888,Tue
2011-08-10,78,14,,3,0,0,0,475,5080,5555,Wed
2011-08-11,76,14,,1,0,0,0,567,5082,5649,Thu
2011-08-12,74,14,,0,0,0,0,774,4538,5312,Fri
2011-08-13,77,14,,3,0,0,0,1096,2172,3268,Sat
2011-08-14,70,14,1,23,1,0,0,614,2850,3464,Sun
2011-08-15,72,14,1,17,1,1,0,454,6645,7099,Mon
2011-08-16,72,14,1,13,1,1,1,564,6303,6867,Tue
2011-08-17,76,14,,1,0,0,0,613,5366,5979,Wed
2011-08-18,75,14,1,3,0,0,0,559,5165,5724,Thu
2011-08-19,74,14,1,4,0,0,0,589,5023,5612,Fri
2011-08-20,74,14,1,0,0,0,0,990,2361,3351,Sat
2011-08-21,77,14,1,7,0,0,0,839,1928,2767,Sun
2011-08-22,71,14,1,4,0,0,0,513,5683,6196,Mon
2011-08-23,70,13,,0,0,0,0,415,5048,5463,Tue
2011-08-24,74,13,,1,0,0,0,576,5405,5981,Wed
2011-08-25,75,13,1,5,0,0,0,349,5462,5811,Thu
2011-08-26,77,13,1,7,0,0,0,184,2951,3135,Fri
2011-08-27,74,13,1,21,1,0,0,227,1412,1639,Sat
2011-08-28,70,13,1,19,1,1,0,110,5546,5656,Sun
2011-08-29,68,13,,0,0,0,0,387,8763,9150,Mon
2011-08-30,72,13,,0,0,0,0,601,7862,8463,Tue
2011-08-31,74,13,,0,0,0,0,534,5913,6447,Wed
2011-09-01,74,13,,0,0,0,0,717,5453,6170,Thu
2011-09-02,72,13,,2,0,0,0,791,4875,5666,Fri
2011-09-03,74,13,,3,0,0,0,1170,2359,3529,Sat
2011-09-04,79,13,1,8,0,0,0,1258,1670,2928,Sun
2011-09-05,76,13,,4,0,0,0,1152,2365,3517,Mon
2011-09-06,68,13,1,24,1,0,0,340,6369,6709,Tue
2011-09-07,65,13,1,24,1,1,0,347,5962,6309,Wed
2011-09-08,71,13,1,14,1,1,1,430,6749,7179,Thu
2011-09-09,76,13,,5,0,0,0,607,5762,6369,Fri
2011-09-10,74,13,,12,1,0,0,1057,2187,3244,Sat
2011-09-11,68,13,1,15,1,1,0,904,2096,3000,Sun
2011-09-12,73,13,1,1,0,0,0,540,5908,6448,Mon
2011-09-13,74,13,1,0,0,0,0,485,6006,6491,Tue
2011-09-14,78,13,1,1,0,0,0,435,5906,6341,Wed
2011-09-15,64,12,1,7,0,0,0,437,5812,6249,Thu
2011-09-16,58,12,,0,0,0,0,661,5474,6135,Fri
2011-09-17,59,12,,3,0,0,0,1185,2687,3872,Sat
2011-09-18,60,12,,4,0,0,0,1083,1836,2919,Sun
2011-09-19,60,12,,0,0,0,0,520,5232,5752,Mon
2011-09-20,64,12,1,18,1,0,0,510,5714,6224,Tue
2011-09-21,68,12,1,13,1,1,0,492,5577,6069,Wed
2011-09-22,74,12,1,17,1,1,1,505,5537,6042,Thu
2011-09-23,71,12,1,22,1,1,1,674,5925,6599,Fri
2011-09-24,73,12,1,9,0,0,0,938,1711,2649,Sat
2011-09-25,75,12,,9,0,0,0,958,2141,3099,Sun
2011-09-26,74,12,1,3,0,0,0,464,6087,6551,Mon
2011-09-27,73,12,1,15,1,0,0,480,6072,6552,Tue
2011-09-28,71,12,1,23,1,1,0,448,5399,5847,Wed
2011-09-29,67,12,1,16,1,1,1,531,5439,5970,Thu
2011-09-30,67,12,1,9,0,0,0,614,4426,5040,Fri
2011-10-01,58,12,1,22,1,0,0,793,2279,3072,Sat
2011-10-02,57,12,1,9,0,0,0,820,1750,2570,Sun
2011-10-03,53,12,1,12,1,0,0,444,5739,6183,Mon
2011-10-04,56,12,,10,1,1,0,456,5738,6194,Tue
2011-10-05,62,12,,0,0,0,0,508,5318,5826,Wed
2011-10-06,57,12,,0,0,0,0,540,5385,5925,Thu
2011-10-07,57,12,,0,0,0,0,688,4877,5565,Fri
2011-10-08,66,11,,0,0,0,0,1033,2318,3351,Sat
2011-10-09,72,11,,0,0,0,0,1012,1618,2630,Sun
2011-10-10,71,11,,0,0,0,0,693,3028,3721,Mon
2011-10-11,68,11,,0,0,0,0,537,5243,5780,Tue
2011-10-12,60,11,1,11,1,0,0,462,4921,5383,Wed
2011-10-13,62,11,1,22,1,1,0,375,4985,5360,Thu
2011-10-14,64,11,1,18,1,1,1,528,5235,5763,Fri
2011-10-15,60,11,,5,0,0,0,873,2427,3300,Sat
2011-10-16,60,11,,9,0,0,0,856,1888,2744,Sun
2011-10-17,61,11,,6,0,0,0,435,5507,5942,Mon
2011-10-18,61,11,,7,0,0,0,632,5661,6293,Tue
2011-10-19,61,11,1,24,1,0,0,441,5673,6114,Wed
2011-10-20,60,11,1,10,1,1,0,536,4994,5530,Thu
2011-10-21,53,11,,13,1,1,1,585,5743,6328,Fri
2011-10-22,54,11,,4,0,0,0,908,3215,4123,Sat
2011-10-23,54,11,,10,1,0,0,864,2631,3495,Sun
2011-10-24,56,11,,8,0,0,0,447,6369,6816,Mon
2011-10-25,56,11,,0,0,0,0,443,6484,6927,Tue
2011-10-26,56,11,,9,0,0,0,520,6211,6731,Wed
2011-10-27,50,11,1,22,1,0,0,443,6844,7287,Thu
2011-10-28,42,11,,6,0,0,0,537,7954,8491,Fri
2011-10-29,39,11,1,24,1,0,0,604,5996,6600,Sat
2011-10-30,40,11,1,1,0,0,0,566,5038,5604,Sun
2011-10-31,45,10,,0,0,0,0,542,8079,8621,Mon
2011-11-01,50,10,,0,0,0,0,480,7810,8290,Tue
2011-11-02,50,10,,0,0,0,0,463,6823,7286,Wed
2011-11-03,52,10,,0,0,0,0,443,6010,6453,Thu
2011-11-04,47,10,,0,0,0,0,509,6171,6680,Fri
2011-11-05,42,10,,0,0,0,0,704,3610,4314,Sat
2011-11-06,46,10,,0,0,0,0,748,2742,3490,Sun
2011-11-07,54,10,,0,0,0,0,391,5585,5976,Mon
2011-11-08,60,10,,0,0,0,0,517,4554,5071,Tue
2011-11-09,58,10,1,4,0,0,0,526,5081,5607,Wed
2011-11-10,57,10,1,15,1,0,0,467,4883,5350,Thu
2011-11-11,44,10,1,4,0,0,0,497,4624,5121,Fri
2011-11-12,48,10,,0,0,0,0,771,3390,4161,Sat
2011-11-13,54,10,,1,0,0,0,817,2462,3279,Sun
2011-11-14,62,10,,1,0,0,0,483,5801,6284,Mon
2011-11-15,62,10,1,17,1,0,0,550,5089,5639,Tue
2011-11-16,56,10,1,24,1,1,0,503,5431,5934,Wed
2011-11-17,46,10,1,21,1,1,1,423,6204,6627,Thu
2011-11-18,41,10,,0,0,0,0,521,6391,6912,Fri
2011-11-19,44,10,,1,0,0,0,801,3454,4255,Sat
2011-11-20,57,10,,3,0,0,0,820,2252,3072,Sun
2011-11-21,52,10,1,21,1,0,0,411,6300,6711,Mon
2011-11-22,46,10,1,24,1,1,0,352,6096,6448,Tue
2011-11-23,46,10,1,18,1,1,1,376,5197,5573,Wed
2011-11-24,46,10,,3,0,0,0,674,2158,2832,Thu
2011-11-25,54,10,,0,0,0,0,690,3509,4199,Fri
2011-11-26,58,10,,0,0,0,0,784,2374,3158,Sat
2011-11-27,55,10,,0,0,0,0,718,2093,2811,Sun
2011-11-28,63,10,,3,0,0,0,452,5358,5810,Mon
2011-11-29,58,10,1,23,1,0,0,428,5093,5521,Tue
2011-11-30,48,10,,15,1,1,0,407,6303,6710,Wed
2011-12-01,44,9,,0,0,0,0,478,6462,6940,Thu
2011-12-02,46,9,,2,0,0,0,478,5706,6184,Fri
2011-12-03,42,9,,0,0,0,0,791,3386,4177,Sat
2011-12-04,48,9,,7,0,0,0,775,2264,3039,Sun
2011-12-05,53,9,1,11,1,0,0,510,5688,6198,Mon
2011-12-06,59,9,1,14,1,1,0,404,5582,5986,Tue
2011-12-07,52,9,1,24,1,1,1,467,5587,6054,Wed
2011-12-08,40,9,1,4,0,0,0,394,6999,7393,Thu
2011-12-09,44,9,,9,0,0,0,541,5745,6286,Fri
2011-12-10,39,9,,2,0,0,0,848,3220,4068,Sat
2011-12-11,34,9,,0,0,0,0,792,3316,4108,Sun
2011-12-12,38,9,,0,0,0,0,472,6652,7124,Mon
2011-12-13,40,9,,0,0,0,0,289,6276,6565,Tue
2011-12-14,43,9,1,10,1,0,0,391,5387,5778,Wed
2011-12-15,53,9,1,17,1,1,0,462,5271,5733,Thu
2011-12-16,50,9,,1,0,0,0,567,4899,5466,Fri
2011-12-17,36,9,,1,0,0,0,768,3054,3822,Sat
2011-12-18,26,9,,0,0,0,0,668,3564,4232,Sun
2011-12-19,38,9,,10,1,0,0,381,6448,6829,Mon
2011-12-20,44,9,1,17,1,1,0,444,5362,5806,Tue
2011-12-21,52,9,1,23,1,1,1,394,4762,5156,Wed
2011-12-22,53,9,1,5,0,0,0,465,4489,4954,Thu
2011-12-23,42,9,1,13,1,0,0,463,3781,4244,Fri
2011-12-24,32,9,,0,0,0,0,627,2378,3005,Sat
2011-12-25,38,9,,11,1,0,0,730,1559,2289,Sun
2011-12-26,42,9,,4,0,0,0,429,2966,3395,Mon
2011-12-27,48,9,1,10,1,0,0,356,5322,5678,Tue
2011-12-28,40,9,,11,1,1,0,405,5944,6349,Wed
2011-12-29,31,9,,8,0,0,0,503,6456,6959,Thu
2011-12-30,44,9,,6,0,0,0,577,4006,4583,Fri
2011-12-31,50,9,,13,1,0,0,703,1843,2546,Sat
2012-01-01,46,9,1,6,0,0,0,801,1625,2426,Sun
2012-01-02,42,9,,1,0,0,0,452,3270,3722,Mon
2012-01-03,24,9,,2,0,0,0,356,7518,7874,Tue
2012-01-04,20,9,,5,0,0,0,324,9539,9863,Wed
2012-01-05,34,9,,15,1,0,0,343,6790,7133,Thu
2012-01-06,44,9,,3,0,0,0,456,5464,5920,Fri
2012-01-07,54,9,1,0,0,0,0,766,2342,3108,Sat
2012-01-08,40,9,,2,0,0,0,667,2293,2960,Sun
2012-01-09,36,9,,4,0,0,0,425,6038,6463,Mon
2012-01-10,40,9,1,8,0,0,0,407,5584,5991,Tue
2012-01-11,42,9,1,5,0,0,0,403,5207,5610,Wed
2012-01-12,43,10,1,24,1,0,0,420,5157,5577,Thu
2012-01-13,39,10,1,11,1,1,0,471,5468,5939,Fri
2012-01-14,30,10,,17,1,1,1,714,3720,4434,Sat
2012-01-15,21,10,,2,0,0,0,692,3753,4445,Sun
2012-01-16,26,10,1,5,0,0,0,433,5335,5768,Mon
2012-01-17,44,10,1,14,1,0,0,380,6040,6420,Tue
2012-01-18,39,10,1,1,0,0,0,395,6083,6478,Wed
2012-01-19,28,10,,7,0,0,0,397,6388,6785,Thu
2012-01-20,30,10,1,5,0,0,0,515,5453,5968,Fri
2012-01-21,26,10,1,22,1,0,0,698,3585,4283,Sat
2012-01-22,26,10,,13,1,1,0,699,3340,4039,Sun
2012-01-23,44,10,1,24,1,1,1,419,5793,6212,Mon
2012-01-24,48,10,1,11,1,1,1,464,5223,5687,Tue
2012-01-25,40,10,,9,0,0,0,483,5102,5585,Wed
2012-01-26,36,10,1,23,1,0,0,301,5151,5452,Thu
2012-01-27,50,10,1,19,1,1,0,615,4706,5321,Fri
2012-01-28,42,10,,3,0,0,0,788,2677,3465,Sat
2012-01-29,39,10,,0,0,0,0,698,2461,3159,Sun
2012-01-30,37,10,,0,0,0,0,359,5634,5993,Mon
2012-01-31,48,10,1,0,0,0,0,406,5396,5802,Tue
2012-02-01,55,10,1,7,0,0,0,417,5211,5628,Wed
2012-02-02,42,10,,9,0,0,0,407,5684,6091,Thu
2012-02-03,37,10,1,1,0,0,0,539,5028,5567,Fri
2012-02-04,40,10,,4,0,0,0,740,2560,3300,Sat
2012-02-05,36,10,,0,0,0,0,772,2149,2921,Sun
2012-02-06,42,10,,0,0,0,0,373,5210,5583,Mon
2012-02-07,44,10,,1,0,0,0,372,5301,5673,Tue
2012-02-08,34,10,1,11,1,0,0,441,5674,6115,Wed
2012-02-09,38,10,1,1,0,0,0,376,5043,5419,Thu
2012-02-10,40,10,1,6,0,0,0,450,4503,4953,Fri
2012-02-11,35,11,1,24,1,0,0,787,2588,3375,Sat
2012-02-12,26,11,1,11,1,1,0,657,3013,3670,Sun
2012-02-13,36,11,,3,0,0,0,354,5848,6202,Mon
2012-02-14,42,11,1,18,1,0,0,424,4690,5114,Tue
2012-02-15,42,11,1,18,1,1,0,428,4919,5347,Wed
2012-02-16,40,11,1,18,1,1,1,414,4751,5165,Thu
2012-02-17,46,11,1,9,0,0,0,508,4377,4885,Fri
2012-02-18,42,11,1,8,0,0,0,805,2042,2847,Sat
2012-02-19,40,11,,0,0,0,0,797,1999,2796,Sun
2012-02-20,38,11,,0,0,0,0,512,2951,3463,Mon
2012-02-21,39,11,,4,0,0,0,479,5197,5676,Tue
2012-02-22,50,11,,8,0,0,0,486,4617,5103,Wed
2012-02-23,52,11,1,6,0,0,0,502,4540,5042,Thu
2012-02-24,41,11,1,22,1,0,0,469,4464,4933,Fri
2012-02-25,39,11,,4,0,0,0,678,2725,3403,Sat
2012-02-26,37,11,,0,0,0,0,720,2508,3228,Sun
2012-02-27,48,11,,6,0,0,0,393,4926,5319,Mon
2012-02-28,45,11,,1,0,0,0,443,4767,5210,Tue
2012-02-29,40,11,1,18,1,0,0,378,4884,5262,Wed
2012-03-01,39,11,1,23,1,1,0,407,4934,5341,Thu
2012-03-02,38,11,1,24,1,1,1,502,4424,4926,Fri
2012-03-03,49,11,1,13,1,1,1,720,2169,2889,Sat
2012-03-04,40,11,1,14,1,1,1,773,2202,2975,Sun
2012-03-05,36,12,,0,0,0,0,415,5735,6150,Mon
2012-03-06,34,12,,0,0,0,0,447,5519,5966,Tue
2012-03-07,50,12,,0,0,0,0,461,4950,5411,Wed
2012-03-08,62,12,1,3,0,0,0,589,4626,5215,Thu
2012-03-09,50,12,1,8,0,0,0,558,4489,5047,Fri
2012-03-10,36,12,1,0,0,0,0,771,2495,3266,Sat
2012-03-11,48,12,,0,0,0,0,787,1965,2752,Sun
2012-03-12,59,12,,2,0,0,0,555,4729,5284,Mon
2012-03-13,64,12,1,10,1,0,0,567,4832,5399,Tue
2012-03-14,60,12,1,1,0,0,0,653,5009,5662,Wed
2012-03-15,48,12,1,21,1,0,0,514,4839,5353,Thu
2012-03-16,47,12,1,18,1,1,0,554,4262,4816,Fri
2012-03-17,54,12,1,2,0,0,0,876,2203,3079,Sat
2012-03-18,55,12,1,13,1,0,0,881,1949,2830,Sun
2012-03-19,64,12,1,0,0,0,0,569,4698,5267,Mon
2012-03-20,64,12,1,10,1,0,0,480,4720,5200,Tue
2012-03-21,62,12,1,22,1,1,0,687,5005,5692,Wed
2012-03-22,67,12,1,10,1,1,1,661,4546,5207,Thu
2012-03-23,67,12,,3,0,0,0,709,4182,4891,Fri
2012-03-24,56,12,1,10,1,0,0,975,1998,2973,Sat
2012-03-25,48,12,1,16,1,1,0,828,2146,2974,Sun
2012-03-26,44,12,,1,0,0,0,427,5726,6153,Mon
2012-03-27,40,12,,0,0,0,0,412,5610,6022,Tue
2012-03-28,56,13,1,10,1,0,0,518,4624,5142,Wed
2012-03-29,52,13,,17,1,1,0,498,4889,5387,Thu
2012-03-30,48,13,1,7,0,0,0,536,4176,4712,Fri
2012-03-31,40,13,1,24,1,0,0,785,2529,3314,Sat
2012-04-01,47,13,1,24,1,1,0,856,2102,2958,Sun
2012-04-02,48,13,1,4,0,0,0,386,4910,5296,Mon
2012-04-03,52,13,,2,0,0,0,533,4710,5243,Tue
2012-04-04,58,13,,6,0,0,0,491,4354,4845,Wed
2012-04-05,50,13,,0,0,0,0,347,4362,4709,Thu
2012-04-06,48,13,,0,0,0,0,580,3477,4057,Fri
2012-04-07,50,13,,3,0,0,0,812,2030,2842,Sat
2012-04-08,56,13,,4,0,0,0,863,1482,2345,Sun
2012-04-09,56,13,1,7,0,0,0,488,4882,5370,Mon
2012-04-10,52,13,,9,0,0,0,504,4482,4986,Tue
2012-04-11,48,13,1,19,1,0,0,506,4379,4885,Wed
2012-04-12,52,13,1,9,0,0,0,511,4196,4707,Thu
2012-04-13,54,13,,0,0,0,0,708,3735,4443,Fri
2012-04-14,61,13,1,5,0,0,0,1026,1866,2892,Sat
2012-04-15,68,13,1,7,0,0,0,1188,1615,2803,Sun
2012-04-16,76,13,1,0,0,0,0,790,4950,5740,Mon
2012-04-17,70,13,1,0,0,0,0,633,4484,5117,Tue
2012-04-18,56,13,1,10,1,0,0,476,4644,5120,Wed
2012-04-19,58,14,1,8,0,0,0,550,4433,4983,Thu
2012-04-20,62,14,1,8,0,0,0,686,3971,4657,Fri
2012-04-21,62,14,1,9,0,0,0,1013,1919,2932,Sat
2012-04-22,50,14,1,17,1,0,0,697,1994,2691,Sun
2012-04-23,48,14,1,22,1,1,0,367,5432,5799,Mon
2012-04-24,50,14,,14,1,1,1,477,5302,5779,Tue
2012-04-25,52,14,,9,0,0,0,516,4963,5479,Wed
2012-04-26,53,14,1,17,1,0,0,510,4723,5233,Thu
2012-04-27,48,14,1,3,0,0,0,494,4541,5035,Fri
2012-04-28,49,14,,0,0,0,0,893,2520,3413,Sat
2012-04-29,54,14,,0,0,0,0,927,1537,2464,Sun
2012-04-30,52,14,,7,0,0,0,438,4849,5287,Mon
2012-05-01,60,14,1,13,1,0,0,524,4759,5283,Tue
2012-05-02,52,14,1,24,1,1,0,442,4593,5035,Wed
2012-05-03,54,14,1,24,1,1,1,478,4435,4913,Thu
2012-05-04,64,14,1,13,1,1,1,660,4359,5019,Fri
