date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total,day_of_week
2017-06-26,72,15,,3,0,0,0,1239,6761,8000,Mon
2017-06-27,68,15,1,8,0,0,0,1084,6511,7595,Tue
2017-06-28,70,15,,0,0,0,0,1204,6286,7490,Wed
2017-06-29,75,15,,0,0,0,0,1267,6231,7498,Thu
2017-06-30,80,15,,7,0,0,0,1247,5588,6835,Fri
2017-07-01,78,15,1,6,0,0,0,2002,3212,5214,Sat
2017-07-02,80,15,1,3,0,0,0,2349,3040,5389,Sun
2017-07-03,80,15,1,3,0,0,0,1351,5416,6767,Mon
2017-07-04,78,15,1,7,0,0,0,2611,2782,5393,Tue
2017-07-05,78,15,,3,0,0,0,1402,6424,7826,Wed
2017-07-06,74,15,,11,1,0,0,896,6493,7389,Thu
2017-07-07,74,15,1,17,1,1,0,964,6272,7236,Fri
2017-07-08,76,15,1,4,0,0,0,2092,3468,5560,Sat
2017-07-09,74,15,,1,0,0,0,2704,3472,6176,Sun
2017-07-10,76,15,1,5,0,0,0,917,7028,7945,Mon
2017-07-11,80,15,,7,0,0,0,772,6051,6823,Tue
2017-07-12,82,15,,4,0,0,0,747,7385,8132,Wed
2017-07-13,82,15,1,8,0,0,0,663,6259,6922,Thu
2017-07-14,69,15,1,24,1,0,0,865,5410,6275,Fri
2017-07-15,76,15,1,10,1,1,0,2386,3564,5950,Sat
2017-07-16,78,15,,1,0,0,0,2601,3367,5968,Sun
2017-07-17,79,15,,0,0,0,0,926,6767,7693,Mon
2017-07-18,80,15,,0,0,0,0,434,6221,6655,Tue
2017-07-19,84,15,,0,0,0,0,912,7088,8000,Wed
2017-07-20,86,15,1,2,0,0,0,729,6802,7531,Thu
2017-07-21,84,15,,5,0,0,0,1034,6196,7230,Fri
2017-07-22,82,15,1,8,0,0,0,1692,3897,5589,Sat
2017-07-23,75,15,1,22,1,0,0,1520,3535,5055,Sun
2017-07-24,68,15,1,23,1,1,0,697,6288,6985,Mon
2017-07-25,66,15,,24,1,1,1,1003,6391,7394,Tue
2017-07-26,71,15,,7,0,0,0,1220,5904,7124,Wed
2017-07-27,72,15,1,10,1,0,0,1096,6260,7356,Thu
2017-07-28,78,14,1,3,0,0,0,1239,5559,6798,Fri
2017-07-29,72,14,,8,0,0,0,2547,3469,6016,Sat
2017-07-30,73,14,,0,0,0,0,3118,3368,6486,Sun
2017-07-31,77,14,,1,0,0,0,961,6354,7315,Mon
2017-08-01,82,14,,0,0,0,0,853,6094,6947,Tue
2017-08-02,78,14,1,5,0,0,0,721,6081,6802,Wed
2017-08-03,78,14,1,3,0,0,0,942,6003,6945,Thu
2017-08-04,76,14,1,3,0,0,0,1153,5460,6613,Fri
2017-08-05,74,14,1,11,1,0,0,2108,3497,5605,Sat
2017-08-06,70,14,,0,0,0,0,2723,3007,5730,Sun
2017-08-07,68,14,1,21,1,0,0,833,5922,6755,Mon
2017-08-08,72,14,1,9,0,0,0,511,5996,6507,Tue
2017-08-09,74,14,,0,0,0,0,1272,6362,7634,Wed
2017-08-10,76,14,,2,0,0,0,1062,5992,7054,Thu
2017-08-11,76,14,1,7,0,0,0,1292,5332,6624,Fri
2017-08-12,70,14,1,17,1,0,0,2171,3190,5361,Sat
2017-08-13,77,14,,2,0,0,0,2731,2873,5604,Sun
2017-08-14,75,14,,1,0,0,0,917,6536,7453,Mon
2017-08-15,71,14,1,21,1,0,0,727,5861,6588,Tue
2017-08-16,78,14,1,2,0,0,0,881,5922,6803,Wed
2017-08-17,76,14,1,4,0,0,0,1033,6049,7082,Thu
2017-08-18,78,14,1,14,1,0,0,885,5603,6488,Fri
2017-08-19,80,14,1,3,0,0,0,2197,3202,5399,Sat
2017-08-20,75,14,,0,0,0,0,2497,3108,5605,Sun
2017-08-21,79,14,,1,0,0,0,943,6061,7004,Mon
2017-08-22,80,14,1,4,0,0,0,668,5947,6615,Tue
2017-08-23,76,13,1,6,0,0,0,855,5938,6793,Wed
2017-08-24,72,13,,0,0,0,0,1001,5591,6592,Thu
2017-08-25,70,13,,4,0,0,0,1411,4852,6263,Fri
2017-08-26,70,13,,0,0,0,0,2809,2948,5757,Sat
2017-08-27,70,13,,0,0,0,0,2847,2920,5767,Sun
2017-08-28,70,13,1,0,0,0,0,1094,5732,6826,Mon
2017-08-29,64,13,1,15,1,0,0,748,5263,6011,Tue
2017-08-30,69,13,,6,0,0,0,994,6031,7025,Wed
2017-08-31,72,13,,6,0,0,0,1096,5702,6798,Thu
2017-09-01,63,13,,0,0,0,0,1491,5095,6586,Fri
2017-09-02,61,13,1,8,0,0,0,2055,2822,4877,Sat
2017-09-03,64,13,1,17,1,0,0,2484,2673,5157,Sun
2017-09-04,70,13,,0,0,0,0,2787,3111,5898,Mon
2017-09-05,77,13,,1,0,0,0,961,6702,7663,Tue
2017-09-06,66,13,1,20,1,0,0,709,6080,6789,Wed
2017-09-07,65,13,1,6,0,0,0,997,6641,7638,Thu
2017-09-08,64,13,,3,0,0,0,1538,6184,7722,Fri
2017-09-09,62,13,,1,0,0,0,2860,3523,6383,Sat
2017-09-10,64,13,,0,0,0,0,2491,3307,5798,Sun
2017-09-11,66,13,,0,0,0,0,1084,6622,7706,Mon
2017-09-12,68,13,,0,0,0,0,1041,6585,7626,Tue
2017-09-13,74,13,1,10,1,0,0,965,6209,7174,Wed
2017-09-14,76,13,1,15,1,1,0,859,6525,7384,Thu
2017-09-15,74,12,,5,0,0,0,1216,6352,7568,Fri
2017-09-16,76,12,1,4,0,0,0,2535,3770,6305,Sat
2017-09-17,74,12,1,10,1,0,0,2316,3531,5847,Sun
2017-09-18,70,12,1,21,1,1,0,861,6878,7739,Mon
2017-09-19,74,12,1,23,1,1,1,736,6672,7408,Tue
2017-09-20,75,12,,7,0,0,0,923,6323,7246,Wed
2017-09-21,76,12,,0,0,0,0,1049,5833,6882,Thu
2017-09-22,74,12,,0,0,0,0,1513,5620,7133,Fri
2017-09-23,78,12,,1,0,0,0,2710,3417,6127,Sat
2017-09-24,80,12,,0,0,0,0,2315,3279,5594,Sun
2017-09-25,79,12,,0,0,0,0,867,6922,7789,Mon
2017-09-26,76,12,1,5,0,0,0,842,7053,7895,Tue
2017-09-27,78,12,,3,0,0,0,801,6838,7639,Wed
2017-09-28,69,12,,6,0,0,0,886,6528,7414,Thu
2017-09-29,62,12,,4,0,0,0,1440,6078,7518,Fri
2017-09-30,60,12,,14,1,0,0,2214,3342,5556,Sat
2017-10-01,59,12,,2,0,0,0,2266,3428,5694,Sun
2017-10-02,62,12,,0,0,0,0,1049,6685,7734,Mon
2017-10-03,64,12,,0,0,0,0,994,6581,7575,Tue
2017-10-04,66,12,,1,0,0,0,1071,6802,7873,Wed
2017-10-05,74,12,1,12,1,0,0,865,5821,6686,Thu
2017-10-06,75,12,,1,0,0,0,1294,5574,6868,Fri
2017-10-07,74,12,1,4,0,0,0,2199,3512,5711,Sat
2017-10-08,74,11,1,16,1,0,0,1918,3005,4923,Sun
2017-10-09,74,11,1,21,1,1,0,749,4262,5011,Mon
2017-10-10,74,11,,1,0,0,0,888,6899,7787,Tue
2017-10-11,69,11,1,9,0,0,0,835,6655,7490,Wed
2017-10-12,60,11,1,11,1,0,0,945,5891,6836,Thu
2017-10-13,60,11,1,19,1,1,0,1379,5647,7026,Fri
2017-10-14,66,11,1,22,1,1,1,2378,3521,5899,Sat
2017-10-15,70,11,1,23,1,1,1,2187,3339,5526,Sun
2017-10-16,58,11,1,5,0,0,0,835,6556,7391,Mon
2017-10-17,50,11,,0,0,0,0,847,7345,8192,Tue
2017-10-18,61,11,1,0,0,0,0,924,6326,7250,Wed
2017-10-19,64,11,,0,0,0,0,1053,6309,7362,Thu
2017-10-20,65,11,,0,0,0,0,1441,5869,7310,Fri
2017-10-21,67,11,,0,0,0,0,2470,3551,6021,Sat
2017-10-22,66,11,1,0,0,0,0,2271,3189,5460,Sun
2017-10-23,68,11,,12,1,0,0,994,6732,7726,Mon
2017-10-24,70,11,1,24,1,1,0,805,6771,7576,Tue
2017-10-25,62,11,1,8,0,0,0,939,6215,7154,Wed
2017-10-26,54,11,,14,1,0,0,801,6761,7562,Thu
2017-10-27,54,11,1,0,0,0,0,1273,6453,7726,Fri
2017-10-28,62,11,,2,0,0,0,2566,3968,6534,Sat
2017-10-29,64,11,1,24,1,0,0,2072,3846,5918,Sun
2017-10-30,54,11,1,10,1,1,0,677,8607,9284,Mon
2017-10-31,51,10,,1,0,0,0,941,8022,8963,Tue
2017-11-01,51,10,,15,1,0,0,906,7752,8658,Wed
2017-11-02,65,10,1,6,0,0,0,1021,6735,7756,Thu
2017-11-03,62,10,,2,0,0,0,1176,6292,7468,Fri
2017-11-04,51,10,,3,0,0,0,1829,4619,6448,Sat
2017-11-05,56,10,1,20,1,0,0,1656,3772,5428,Sun
2017-11-06,56,10,1,16,1,1,0,854,6807,7661,Mon
2017-11-07,44,10,1,14,1,1,1,793,7303,8096,Tue
2017-11-08,44,10,,17,1,1,1,733,7974,8707,Wed
2017-11-09,47,10,1,11,1,1,1,810,7729,8539,Thu
2017-11-10,38,10,,2,0,0,0,819,7425,8244,Fri
2017-11-11,31,10,,0,0,0,0,1410,6282,7692,Sat
2017-11-12,39,10,,0,0,0,0,1337,4849,6186,Sun
2017-11-13,43,10,1,13,1,0,0,772,7414,8186,Mon
2017-11-14,42,10,,12,1,1,0,815,7768,8583,Tue
2017-11-15,44,10,,13,1,1,1,717,7254,7971,Wed
2017-11-16,50,10,1,13,1,1,1,762,7045,7807,Thu
2017-11-17,42,10,,1,0,0,0,840,7047,7887,Fri
2017-11-18,,10,1,8,0,0,0,1368,4416,5784,Sat
2017-11-19,,10,,2,0,0,0,1359,3936,5295,Sun
