date,noise_complaints,other_complaints,total
2015-01-18,1103,3378,4481
2015-01-19,811,4066,4877
2015-01-20,606,5750,6356
2015-01-21,632,6268,6900
2015-01-22,565,5939,6504
2015-01-23,738,5600,6338
2015-01-24,1165,3524,4689
2015-01-25,1168,2982,4150
2015-01-26,496,5588,6084
2015-01-27,505,4467,4972
2015-01-28,523,7111,7634
2015-01-29,603,6406,7009
2015-01-30,727,5418,6145
2015-01-31,1032,5367,6399
2015-02-01,1225,3666,4891
2015-02-02,517,6665,7182
2015-02-03,499,8895,9394
2015-02-04,526,7770,8296
2015-02-05,500,6893,7393
2015-02-06,622,6903,7525
2015-02-07,1114,3886,5000
2015-02-08,1120,3673,4793
2015-02-09,503,6477,6980
2015-02-10,533,6177,6710
2015-02-11,604,6065,6669
2015-02-12,548,5979,6527
2015-02-13,651,6908,7559
2015-02-14,1053,4270,5323
2015-02-15,911,5261,6172
2015-02-16,736,9698,10434
2015-02-17,612,7865,8477
2015-02-18,609,6932,7541
2015-02-19,567,7333,7900
2015-02-20,768,8670,9438
2015-02-21,1094,5284,6378
2015-02-22,1035,4768,5803
2015-02-23,571,8355,8926
2015-02-24,530,8575,9105
2015-02-25,602,7305,7907
2015-02-26,564,7134,7698
2015-02-27,737,6233,6970
2015-02-28,1144,4393,5537
2015-03-01,1065,3759,4824
2015-03-02,490,6893,7383
2015-03-03,503,7177,7680
2015-03-04,555,7323,7878
2015-03-05,605,6086,6691
2015-03-06,660,6807,7467
2015-03-07,1083,4431,5514
2015-03-08,1014,3918,4932
2015-03-09,704,7059,7763
2015-03-10,623,7595,8218
2015-03-11,753,7468,8221
2015-03-12,699,7527,8226
2015-03-13,780,6363,7143
2015-03-14,1253,4034,5287
2015-03-15,1158,4019,5177
2015-03-16,599,7145,7744
2015-03-17,647,6785,7432
2015-03-18,609,7314,7923
2015-03-19,635,6738,7373
2015-03-20,709,5884,6593
2015-03-21,1238,3718,4956
2015-03-22,1273,3307,4580
2015-03-23,620,6771,7391
2015-03-24,619,6339,6958
2015-03-25,636,5949,6585
2015-03-26,603,6005,6608
2015-03-27,850,6055,6905
2015-03-28,1279,3490,4769
2015-03-29,1266,3249,4515
2015-03-30,696,6377,7073
2015-03-31,694,6412,7106
2015-04-01,730,6071,6801
2015-04-02,815,5645,6460
2015-04-03,975,4627,5602
2015-04-04,1252,3196,4448
2015-04-05,1359,2456,3815
2015-04-06,935,5826,6761
2015-04-07,821,6071,6892
2015-04-08,763,6222,6985
2015-04-09,763,5852,6615
2015-04-10,933,5024,5957
2015-04-11,1555,2974,4529
2015-04-12,1512,2870,4382
2015-04-13,749,5761,6510
2015-04-14,787,5807,6594
2015-04-15,917,5760,6677
2015-04-16,887,5553,6440
2015-04-17,1210,5177,6387
2015-04-18,2212,2971,5183
2015-04-19,1662,2935,4597
2015-04-20,686,6523,7209
2015-04-21,762,6024,6786
2015-04-22,799,5919,6718
2015-04-23,693,6510,7203
2015-04-24,846,5848,6694
2015-04-25,1702,3281,4983
2015-04-26,1673,2878,4551
2015-04-27,785,6066,6851
2015-04-28,977,5754,6731
2015-04-29,1005,5915,6920
2015-04-30,849,5505,6354
2015-05-01,1111,5244,6355
2015-05-02,1694,2829,4523
2015-05-03,2203,2822,5025
2015-05-04,1076,5851,6927
2015-05-05,1073,5894,6967
2015-05-06,1058,5700,6758
2015-05-07,1110,5596,6706
2015-05-08,1416,4761,6177
2015-05-09,2191,2874,5065
2015-05-10,2671,2504,5175
2015-05-11,1042,6148,7190
2015-05-12,964,6151,7115
2015-05-13,760,5533,6293
2015-05-14,1011,5586,6597
2015-05-15,1300,4796,6096
2015-05-16,1874,2677,4551
2015-05-17,1991,2816,4807
2015-05-18,922,5833,6755
2015-05-19,919,5858,6777
2015-05-20,803,5872,6675
2015-05-21,828,5422,6250
2015-05-22,1143,4385,5528
2015-05-23,2002,2641,4643
2015-05-24,2657,2039,4696
2015-05-25,2582,2381,4963
2015-05-26,1022,6268,7290
2015-05-27,789,6108,6897
2015-05-28,939,6132,7071
2015-05-29,1310,5350,6660
2015-05-30,2370,3122,5492
2015-05-31,1559,3576,5135
2015-06-01,633,6900,7533
2015-06-02,672,6052,6724
2015-06-03,860,6097,6957
2015-06-04,978,5470,6448
2015-06-05,1204,4897,6101
2015-06-06,2588,2847,5435
2015-06-07,2440,2795,5235
2015-06-08,917,6076,6993
2015-06-09,876,6035,6911
2015-06-10,1060,5995,7055
2015-06-11,851,6144,6995
2015-06-12,1024,5970,6994
2015-06-13,2100,3436,5536
2015-06-14,1849,3287,5136
2015-06-15,635,7354,7989
2015-06-16,650,7164,7814
2015-06-17,825,6383,7208
2015-06-18,924,5792,6716
2015-06-19,1164,5486,6650
2015-06-20,2103,2993,5096
2015-06-21,2266,2838,5104
2015-06-22,904,6650,7554
2015-06-23,718,6831,7549
2015-06-24,946,6963,7909
2015-06-25,975,6410,7385
2015-06-26,1269,5373,6642
2015-06-27,1634,2904,4538
2015-06-28,1793,3284,5077
2015-06-29,1102,6946,8048
2015-06-30,955,6253,7208
2015-07-01,995,6546,7541
2015-07-02,1017,5233,6250
2015-07-03,1578,3180,4758
2015-07-04,2339,2006,4345
2015-07-05,2289,2298,4587
2015-07-06,817,6026,6843
2015-07-07,650,6298,6948
2015-07-08,700,6238,6938
2015-07-09,659,5821,6480
2015-07-10,1056,5043,6099
2015-07-11,2024,2960,4984
2015-07-12,1966,2970,4936
2015-07-13,801,6511,7312
2015-07-14,698,6343,7041
2015-07-15,749,6491,7240
2015-07-16,1038,5905,6943
2015-07-17,1191,4977,6168
2015-07-18,2041,2938,4979
2015-07-19,1615,3453,5068
2015-07-20,583,7412,7995
2015-07-21,594,6767,7361
2015-07-22,802,5996,6798
2015-07-23,942,5929,6871
2015-07-24,1096,4936,6032
2015-07-25,2203,2857,5060
2015-07-26,1779,2630,4409
2015-07-27,930,6325,7255
2015-07-28,660,5966,6626
2015-07-29,665,6329,6994
2015-07-30,616,6243,6859
2015-07-31,956,5607,6563
2015-08-01,1793,3242,5035
2015-08-02,1641,3191,4832
2015-08-03,705,6212,6917
2015-08-04,764,6279,7043
2015-08-05,774,6362,7136
2015-08-06,860,5691,6551
2015-08-07,1088,5214,6302
2015-08-08,2189,2873,5062
2015-08-09,2016,2673,4689
2015-08-10,824,6131,6955
2015-08-11,587,5643,6230
2015-08-12,772,5669,6441
2015-08-13,901,5466,6367
2015-08-14,1195,4755,5950
2015-08-15,2096,2785,4881
2015-08-16,1753,2793,4546
2015-08-17,661,5879,6540
2015-08-18,719,6335,7054
2015-08-19,666,6210,6876
2015-08-20,792,5409,6201
2015-08-21,1011,5070,6081
2015-08-22,2259,2643,4902
2015-08-23,2045,2647,4692
2015-08-24,755,5727,6482
2015-08-25,804,5848,6652
2015-08-26,836,5440,6276
2015-08-27,961,5323,6284
2015-08-28,1299,4662,5961
2015-08-29,2454,2862,5316
2015-08-30,2038,2417,4455
2015-08-31,706,6100,6806
2015-09-01,680,7076,7756
2015-09-02,750,5803,6553
2015-09-03,663,5424,6087
2015-09-04,1051,5076,6127
2015-09-05,2106,2782,4888
2015-09-06,2599,2477,5076
2015-09-07,2084,2787,4871
2015-09-08,598,6447,7045
2015-09-09,558,6247,6805
2015-09-10,483,6100,6583
2015-09-11,1024,5551,6575
2015-09-12,1690,3090,4780
2015-09-13,1566,3009,4575
2015-09-14,875,5702,6577
2015-09-15,921,5517,6438
2015-09-16,904,5747,6651
2015-09-17,859,5791,6650
2015-09-18,1138,5231,6369
2015-09-19,2252,3176,5428
2015-09-20,1975,2720,4695
2015-09-21,873,6120,6993
2015-09-22,939,5502,6441
2015-09-23,1123,5278,6401
2015-09-24,1133,5094,6227
2015-09-25,1333,4561,5894
2015-09-26,2539,2701,5240
2015-09-27,2194,2670,4864
2015-09-28,893,5634,6527
2015-09-29,728,5408,6136
2015-09-30,664,6194,6858
2015-10-01,754,5313,6067
2015-10-02,720,6054,6774
2015-10-03,1322,5834,7156
2015-10-04,1502,3994,5496
2015-10-05,793,6281,7074
2015-10-06,884,5527,6411
2015-10-07,883,5932,6815
2015-10-08,929,5547,6476
2015-10-09,970,4988,5958
2015-10-10,1719,2866,4585
2015-10-11,1850,2655,4505
2015-10-12,1031,3805,4836
2015-10-13,860,6226,7086
2015-10-14,887,5347,6234
2015-10-15,749,5709,6458
2015-10-16,1127,5531,6658
2015-10-17,1595,4679,6274
2015-10-18,1304,5919,7223
2015-10-19,712,8950,9662
2015-10-20,793,6524,7317
2015-10-21,956,5550,6506
2015-10-22,1005,5050,6055
2015-10-23,1029,5332,6361
2015-10-24,1733,4114,5847
2015-10-25,1620,2952,4572
2015-10-26,762,6613,7375
2015-10-27,748,6442,7190
2015-10-28,611,6047,6658
2015-10-29,784,5655,6439
2015-10-30,1010,5299,6309
2015-10-31,1750,3638,5388
2015-11-01,1655,2888,4543
2015-11-02,769,5842,6611
2015-11-03,910,5046,5956
2015-11-04,819,5586,6405
2015-11-05,869,5494,6363
2015-11-06,1290,5037,6327
2015-11-07,1844,3104,4948
2015-11-08,1427,3258,4685
2015-11-09,764,6716,7480
2015-11-10,660,5553,6213
2015-11-11,769,3827,4596
2015-11-12,761,4696,5457
2015-11-13,894,8925,9819
2015-11-14,1476,4683,6159
2015-11-15,1415,3739,5154
2015-11-16,826,6095,6921
2015-11-17,800,6692,7492
2015-11-18,815,6323,7138
2015-11-19,733,5553,6286
2015-11-20,906,5879,6785
2015-11-21,1556,3930,5486
2015-11-22,1360,3900,5260
2015-11-23,599,7823,8422
2015-11-24,689,7027,7716
2015-11-25,789,5280,6069
2015-11-26,1207,2407,3614
2015-11-27,1123,3402,4525
2015-11-28,1170,2919,4089
2015-11-29,1132,3597,4729
2015-11-30,644,7211,7855
2015-12-01,594,6254,6848
2015-12-02,732,5769,6501
2015-12-03,745,6237,6982
2015-12-04,914,5876,6790
2015-12-05,1551,3535,5086
2015-12-06,1429,3274,4703
2015-12-07,785,6388,7173
2015-12-08,742,5851,6593
2015-12-09,787,5681,6468
2015-12-10,768,5236,6004
2015-12-11,1029,4789,5818
2015-12-12,2022,2931,4953
2015-12-13,1693,2530,4223
2015-12-14,705,5650,6355
2015-12-15,700,5685,6385
2015-12-16,788,5463,6251
2015-12-17,745,5077,5822
2015-12-18,866,5066,5932
2015-12-19,1317,4535,5852
2015-12-20,1191,3655,4846
2015-12-21,632,5844,6476
2015-12-22,701,4606,5307
2015-12-23,709,4570,5279
2015-12-24,1105,3423,4528
2015-12-25,1759,1476,3235
2015-12-26,1068,2271,3339
2015-12-27,1111,2743,3854
2015-12-28,740,5932,6672
2015-12-29,699,6014,6713
2015-12-30,833,5447,6280
2015-12-31,911,3765,4676
2016-01-01,1575,2749,4324
2016-01-02,1036,3493,4529
2016-01-03,1076,3740,4816
2016-01-04,619,8442,9061
2016-01-05,575,11437,12012
2016-01-06,629,7787,8416
2016-01-07,643,6477,7120
2016-01-08,709,5692,6401
2016-01-09,1342,3660,5002
2016-01-10,1114,3715,4829
2016-01-11,627,7260,7887
2016-01-12,567,6928,7495
2016-01-13,545,8002,8547
2016-01-14,635,7043,7678
2016-01-15,779,5181,5960
2016-01-16,1222,3132,4354
2016-01-17,1261,3150,4411
2016-01-18,772,5489,6261
2016-01-19,591,9747,10338
2016-01-20,627,7222,7849
2016-01-21,612,6892,7504
2016-01-22,796,8394,9190
2016-01-23,740,4475,5215
2016-01-24,646,3866,4512
2016-01-25,560,7622,8182
2016-01-26,625,7820,8445
2016-01-27,724,7501,8225
2016-01-28,588,6142,6730
2016-01-29,841,5585,6426
2016-01-30,1310,3707,5017
2016-01-31,1270,3340,4610
2016-02-01,664,5830,6494
2016-02-02,698,5954,6652
2016-02-03,663,5847,6510
2016-02-04,718,6100,6818
2016-02-05,754,5522,6276
2016-02-06,1255,3593,4848
2016-02-07,1320,3367,4687
2016-02-08,709,5853,6562
2016-02-09,587,6356,6943
2016-02-10,631,6338,6969
2016-02-11,501,6843,7344
2016-02-12,866,7920,8786
2016-02-13,1052,6515,7567
2016-02-14,1081,8826,9907
2016-02-15,781,7955,8736
2016-02-16,680,8591,9271
2016-02-17,806,6751,7557
2016-02-18,786,6496,7282
2016-02-19,850,6119,6969
2016-02-20,1430,3622,5052
2016-02-21,1357,3163,4520
2016-02-22,738,6441,7179
2016-02-23,591,6376,6967
2016-02-24,601,6906,7507
2016-02-25,688,7077,7765
2016-02-26,768,6555,7323
2016-02-27,1337,3996,5333
2016-02-28,1330,3308,4638
2016-02-29,655,6302,6957
2016-03-01,623,6177,6800
2016-03-02,670,6178,6848
2016-03-03,668,6375,7043
2016-03-04,715,5506,6221
2016-03-05,1414,3848,5262
2016-03-06,1317,3255,4572
2016-03-07,759,6044,6803
2016-03-08,795,6195,6990
2016-03-09,1018,5748,6766
2016-03-10,1209,5688,6897
2016-03-11,1157,5849,7006
2016-03-12,1696,3478,5174
2016-03-13,1466,3221,4687
2016-03-14,669,6288,6957
2016-03-15,738,6347,7085
2016-03-16,885,5822,6707
2016-03-17,878,6262,7140
2016-03-18,927,5612,6539
2016-03-19,1559,3830,5389
2016-03-20,1348,3653,5001
2016-03-21,655,5753,6408
2016-03-22,787,6035,6822
2016-03-23,1035,5786,6821
2016-03-24,951,5437,6388
2016-03-25,1143,4486,5629
2016-03-26,1569,3520,5089
2016-03-27,1418,3131,4549
2016-03-28,639,5367,6006
2016-03-29,685,6962,7647
2016-03-30,806,6477,7283
2016-03-31,865,5794,6659
2016-04-01,1304,5100,6404
2016-04-02,1869,3339,5208
2016-04-03,1350,4881,6231
2016-04-04,641,6308,6949
2016-04-05,727,6794,7521
2016-04-06,794,6004,6798
2016-04-07,799,5499,6298
2016-04-08,963,5639,6602
2016-04-09,1520,3355,4875
2016-04-10,1315,3392,4707
2016-04-11,752,5939,6691
2016-04-12,774,5769,6543
2016-04-13,899,5583,6482
2016-04-14,993,5520,6513
2016-04-15,1121,5308,6429
2016-04-16,1852,3224,5076
2016-04-17,2141,2869,5010
2016-04-18,1100,5621,6721
2016-04-19,1128,5675,6803
2016-04-20,916,5556,6472
2016-04-21,973,5025,5998
2016-04-22,1613,5073,6686
2016-04-23,2099,2840,4939
2016-04-24,1960,2785,4745
2016-04-25,1124,5463,6587
2016-04-26,1026,5194,6220
2016-04-27,993,5242,6235
2016-04-28,1034,5276,6310
2016-04-29,1133,5041,6174
2016-04-30,2206,3256,5462
2016-05-01,1604,3069,4673
2016-05-02,814,6050,6864
2016-05-03,1288,5978,7266
2016-05-04,932,5792,6724
2016-05-05,999,5802,6801
2016-05-06,997,5661,6658
2016-05-07,2202,4723,6925
2016-05-08,1997,2778,4775
2016-05-09,996,6500,7496
2016-05-10,991,5673,6664
2016-05-11,1301,5744,7045
2016-05-12,1243,5671,6914
2016-05-13,1160,5045,6205
2016-05-14,2369,3246,5615
2016-05-15,1815,3071,4886
2016-05-16,839,6189,7028
2016-05-17,919,5662,6581
2016-05-18,899,5680,6579
2016-05-19,1251,5360,6611
2016-05-20,1751,5359,7110
2016-05-21,2357,3160,5517
2016-05-22,2321,3023,5344
2016-05-23,1153,6013,7166
2016-05-24,1055,5762,6817
2016-05-25,1493,5861,7354
2016-05-26,1323,5918,7241
2016-05-27,1427,5090,6517
2016-05-28,2247,3193,5440
2016-05-29,2751,2641,5392
2016-05-30,1589,3227,4816
2016-05-31,955,7235,8190
2016-06-01,1039,6429,7468
2016-06-02,949,6164,7113
2016-06-03,1237,5380,6617
2016-06-04,2324,3382,5706
2016-06-05,1670,3269,4939
2016-06-06,967,6896,7863
2016-06-07,896,6518,7414
2016-06-08,798,5983,6781
2016-06-09,1111,5789,6900
2016-06-10,1587,5420,7007
2016-06-11,2562,3464,6026
2016-06-12,2115,3256,5371
2016-06-13,921,6371,7292
2016-06-14,1390,6361,7751
2016-06-15,1120,6571,7691
2016-06-16,970,5944,6914
2016-06-17,1397,5498,6895
2016-06-18,2984,3212,6196
2016-06-19,3243,3061,6304
2016-06-20,1089,6609,7698
2016-06-21,962,6531,7493
2016-06-22,1035,6160,7195
2016-06-23,1009,6095,7104
2016-06-24,1408,5506,6914
2016-06-25,2819,3086,5905
2016-06-26,2526,3117,5643
2016-06-27,904,6353,7257
2016-06-28,861,6583,7444
2016-06-29,1011,6936,7947
2016-06-30,1194,5643,6837
2016-07-01,890,5404,6294
2016-07-02,2140,3098,5238
2016-07-03,3282,2403,5685
2016-07-04,2799,2234,5033
2016-07-05,1213,6329,7542
2016-07-06,884,6385,7269
2016-07-07,730,6231,6961
2016-07-08,708,5553,6261
2016-07-09,2092,3208,5300
2016-07-10,2204,3112,5316
2016-07-11,1010,6469,7479
2016-07-12,983,6233,7216
2016-07-13,841,6136,6977
2016-07-14,759,6391,7150
2016-07-15,1078,6075,7153
2016-07-16,1926,3461,5387
2016-07-17,2065,3408,5473
2016-07-18,751,6985,7736
2016-07-19,817,6803,7620
2016-07-20,899,5932,6831
2016-07-21,906,6087,6993
2016-07-22,1018,5759,6777
2016-07-23,1681,3620,5301
2016-07-24,1896,3263,5159
2016-07-25,524,7369,7893
2016-07-26,715,7125,7840
2016-07-27,674,6206,6880
2016-07-28,675,6234,6909
2016-07-29,856,5869,6725
2016-07-30,1512,3733,5245
2016-07-31,1387,3372,4759
2016-08-01,801,6572,7373
2016-08-02,906,6345,7251
2016-08-03,1050,5927,6977
2016-08-04,955,5722,6677
2016-08-05,1230,5322,6552
2016-08-06,2071,3401,5472
2016-08-07,2144,3320,5464
2016-08-08,842,6312,7154
2016-08-09,800,6257,7057
2016-08-10,633,5884,6517
2016-08-11,704,6104,6808
2016-08-12,868,5905,6773
2016-08-13,1550,4144,5694
2016-08-14,1557,3987,5544
2016-08-15,647,6918,7565
2016-08-16,565,6490,7055
2016-08-17,632,6372,7004
2016-08-18,737,5789,6526
2016-08-19,983,5515,6498
2016-08-20,1961,3352,5313
2016-08-21,1586,2986,4572
2016-08-22,799,6296,7095
2016-08-23,946,5894,6840
2016-08-24,870,5568,6438
2016-08-25,860,5615,6475
2016-08-26,976,4696,5672
2016-08-27,2107,3082,5189
2016-08-28,2159,2932,5091
2016-08-29,1008,6116,7124
2016-08-30,890,5879,6769
2016-08-31,709,6095,6804
2016-09-01,742,5482,6224
2016-09-02,1215,4979,6194
2016-09-03,2664,2955,5619
2016-09-04,2909,2345,5254
2016-09-05,2070,2644,4714
2016-09-06,803,6317,7120
2016-09-07,859,5997,6856
2016-09-08,949,6283,7232
2016-09-09,1082,5765,6847
2016-09-10,1872,3732,5604
2016-09-11,2131,3273,5404
2016-09-12,974,5983,6957
2016-09-13,936,5988,6924
2016-09-14,815,5919,6734
2016-09-15,1035,5935,6970
2016-09-16,1296,5200,6496
2016-09-17,2666,3033,5699
2016-09-18,2193,2972,5165
2016-09-19,694,5022,5716
2016-09-20,1295,5897,7192
2016-09-21,1395,6148,7543
2016-09-22,897,5970,6867
2016-09-23,1222,5048,6270
2016-09-24,2255,3084,5339
2016-09-25,2294,2867,5161
2016-09-26,839,5585,6424
2016-09-27,832,5703,6535
2016-09-28,789,5576,6365
2016-09-29,780,5257,6037
2016-09-30,866,4737,5603
2016-10-01,1933,3173,5106
2016-10-02,1915,2795,4710
2016-10-03,1011,5197,6208
2016-10-04,1003,4953,5956
2016-10-05,986,5477,6463
2016-10-06,1059,5416,6475
2016-10-07,1312,4853,6165
2016-10-08,1993,2974,4967
2016-10-09,1464,2864,4328
2016-10-10,916,4708,5624
2016-10-11,894,7001,7895
2016-10-12,1052,5301,6353
2016-10-13,942,5664,6606
2016-10-14,1118,5774,6892
2016-10-15,2015,3125,5140
2016-10-16,1875,2671,4546
2016-10-17,926,6730,7656
2016-10-18,902,5927,6829
2016-10-19,855,5349,6204
2016-10-20,824,5060,5884
2016-10-21,1060,5336,6396
2016-10-22,1467,4394,5861
2016-10-23,1550,4373,5923
2016-10-24,804,7062,7866
2016-10-25,776,8205,8981
2016-10-26,667,8242,8909
2016-10-27,676,7400,8076
2016-10-28,949,6160,7109
2016-10-29,2047,3836,5883
2016-10-30,2041,3330,5371
2016-10-31,839,6737,7576
2016-11-01,958,6422,7380
2016-11-02,926,6057,6983
2016-11-03,876,5815,6691
2016-11-04,968,5560,6528
2016-11-05,1727,3797,5524
2016-11-06,1059,2326,3385
2016-11-07,1000,7642,8642
2016-11-08,804,4569,5373
2016-11-09,601,4880,5481
2016-11-10,707,5713,6420
2016-11-11,925,4869,5794
2016-11-12,1565,4289,5854
2016-11-13,1315,3159,4474
2016-11-14,752,6222,6974
2016-11-15,747,6466,7213
2016-11-16,813,6134,6947
2016-11-17,914,5790,6704
2016-11-18,1172,5424,6596
2016-11-19,1778,3545,5323
2016-11-20,1101,5079,6180
2016-11-21,608,8822,9430
2016-11-22,664,7482,8146
2016-11-23,780,5474,6254
2016-11-24,1214,2804,4018
2016-11-25,1284,3751,5035
2016-11-26,1276,3268,4544
2016-11-27,1267,3175,4442
2016-11-28,681,6475,7156
2016-11-29,697,6522,7219
2016-11-30,690,6397,7087
2016-12-01,726,6577,7303
2016-12-02,983,6199,7182
2016-12-03,1549,4088,5637
2016-12-04,1456,4028,5484
2016-12-05,742,6494,7236
2016-12-06,768,6669,7437
2016-12-07,713,6648,7361
2016-12-08,613,6291,6904
2016-12-09,941,7102,8043
2016-12-10,1497,4810,6307
2016-12-11,1409,4550,5959
2016-12-12,672,6538,7210
2016-12-13,720,6572,7292
2016-12-14,715,6422,7137
2016-12-15,707,8579,9286
2016-12-16,871,8743,9614
2016-12-17,1277,4757,6034
2016-12-18,1422,3895,5317
2016-12-19,677,7165,7842
2016-12-20,719,7399,8118
2016-12-21,659,6477,7136
2016-12-22,702,5705,6407
2016-12-23,805,4719,5524
2016-12-24,1078,2851,3929
2016-12-25,1401,2169,3570
2016-12-26,746,3428,4174
2016-12-27,725,5532,6257
2016-12-28,835,6102,6937
2016-12-29,841,5489,6330
2016-12-30,1010,5060,6070
2016-12-31,1068,3128,4196
2017-01-01,1727,2536,4263
2017-01-02,737,3538,4275
2017-01-03,608,6553,7161
2017-01-04,734,6510,7244
2017-01-05,669,7010,7679
2017-01-06,796,5692,6488
2017-01-07,1203,4541,5744
2017-01-08,1110,5510,6620
2017-01-09,572,9356,9928
2017-01-10,645,8235,8880
2017-01-11,656,6085,6741
2017-01-12,797,6086,6883
2017-01-13,988,5708,6696
2017-01-14,1454,4021,5475
2017-01-15,1339,3452,4791
2017-01-16,958,4840,5798
2017-01-17,666,6263,6929
2017-01-18,765,6072,6837
2017-01-19,793,6550,7343
2017-01-20,939,5404,6343
2017-01-21,1570,3675,5245
2017-01-22,1543,3559,5102
2017-01-23,661,7357,8018
2017-01-24,600,7631,8231
2017-01-25,778,7073,7851
2017-01-26,785,6278,7063
2017-01-27,954,6177,7131
2017-01-28,1560,4303,5863
2017-01-29,1472,3638,5110
2017-01-30,720,6764,7484
2017-01-31,702,6551,7253
2017-02-01,752,6910,7662
2017-02-02,668,6387,7055
2017-02-03,857,5808,6665
2017-02-04,1321,4111,5432
2017-02-05,1267,3607,4874
2017-02-06,707,6512,7219
2017-02-07,635,6133,6768
2017-02-08,723,5812,6535
2017-02-09,653,5270,5923
2017-02-10,717,7286,8003
2017-02-11,1333,4131,5464
2017-02-12,1308,3697,5005
2017-02-13,617,7353,7970
2017-02-14,701,6129,6830
2017-02-15,681,6586,7267
2017-02-16,623,6472,7095
2017-02-17,757,5921,6678
2017-02-18,1604,3608,5212
2017-02-19,1686,3231,4917
2017-02-20,964,4171,5135
2017-02-21,787,6364,7151
2017-02-22,880,5850,6730
2017-02-23,1016,5747,6763
2017-02-24,1203,5396,6599
2017-02-25,1588,3458,5046
2017-02-26,1171,3879,5050
2017-02-27,820,6213,7033
2017-02-28,748,5836,6584
2017-03-01,716,5375,6091
2017-03-02,706,6645,7351
2017-03-03,787,6187,6974
2017-03-04,1212,4891,6103
2017-03-05,1202,4749,5951
2017-03-06,720,6392,7112
2017-03-07,664,5794,6458
2017-03-08,787,5830,6617
2017-03-09,575,5353,5928
2017-03-10,846,5404,6250
2017-03-11,1169,4425,5594
2017-03-12,1342,4320,5662
2017-03-13,681,6745,7426
2017-03-14,694,4760,5454
2017-03-15,584,9917,10501
2017-03-16,686,8661,9347
2017-03-17,887,6309,7196
2017-03-18,1250,3919,5169
2017-03-19,1371,3817,5188
2017-03-20,764,6509,7273
2017-03-21,889,6091,6980
2017-03-22,722,6415,7137
2017-03-23,402,5242,5644
2017-03-24,978,5360,6338
2017-03-25,1590,3674,5264
2017-03-26,1421,3467,4888
2017-03-27,812,6387,7199
2017-03-28,787,6221,7008
2017-03-29,828,5838,6666
2017-03-30,822,6011,6833
2017-03-31,710,5973,6683
2017-04-01,1376,3985,5361
2017-04-02,1707,3680,5387
2017-04-03,837,7015,7852
2017-04-04,774,6620,7394
2017-04-05,988,6207,7195
2017-04-06,769,6141,6910
2017-04-07,841,5948,6789
2017-04-08,1585,3671,5256
2017-04-09,1804,3151,4955
2017-04-10,1346,6289,7635
2017-04-11,1601,5790,7391
2017-04-12,1333,5655,6988
2017-04-13,1118,5316,6434
2017-04-14,1379,4330,5709
2017-04-15,1819,3017,4836
2017-04-16,2438,2916,5354
2017-04-17,1285,5832,7117
2017-04-18,926,5670,6596
2017-04-19,837,6375,7212
2017-04-20,984,5897,6881
2017-04-21,1076,5511,6587
2017-04-22,1878,3614,5492
2017-04-23,1904,3473,5377
2017-04-24,938,6411,7349
2017-04-25,634,5901,6535
2017-04-26,836,6387,7223
2017-04-27,985,5564,6549
2017-04-28,1919,5491,7410
2017-04-29,3009,3741,6750
2017-04-30,2318,3374,5692
2017-05-01,1050,6365,7415
2017-05-02,1000,6487,7487
2017-05-03,932,6106,7038
2017-05-04,1010,6121,7131
2017-05-05,1007,6881,7888
2017-05-06,1822,3703,5525
2017-05-07,1749,3685,5434
2017-05-08,894,6976,7870
2017-05-09,972,6392,7364
2017-05-10,960,6070,7030
2017-05-11,945,6210,7155
2017-05-12,1280,5440,6720
2017-05-13,1498,3674,5172
2017-05-14,1850,3306,5156
2017-05-15,1024,6743,7767
2017-05-16,1246,6157,7403
2017-05-17,1454,6283,7737
2017-05-18,1406,5969,7375
2017-05-19,1324,5902,7226
2017-05-20,2290,3153,5443
2017-05-21,2260,3251,5511
2017-05-22,779,6012,6791
2017-05-23,1124,6413,7537
2017-05-24,1101,6105,7206
2017-05-25,838,5399,6237
2017-05-26,1245,3556,4801
2017-05-27,2912,3686,6598
2017-05-28,3076,3027,6103
2017-05-29,1753,2763,4516
2017-05-30,935,6503,7438
2017-05-31,1137,6362,7499
2017-06-01,1295,5987,7282
2017-06-02,1566,5868,7434
2017-06-03,3167,3629,6796
2017-06-04,2798,3820,6618
2017-06-05,936,6370,7306
2017-06-06,831,5756,6587
2017-06-07,1166,5770,6936
2017-06-08,1266,6001,7267
2017-06-09,1662,5523,7185
2017-06-10,3071,3617,6688
2017-06-11,2751,3604,6355
2017-06-12,952,7212,8164
2017-06-13,788,7839,8627
2017-06-14,951,6961,7912
2017-06-15,1185,6413,7598
2017-06-16,1233,5719,6952
2017-06-17,2368,3715,6083
2017-06-18,3182,3501,6683
2017-06-19,789,7544,8333
2017-06-20,878,6707,7585
2017-06-21,1011,6770,7781
2017-06-22,1096,6453,7549
2017-06-23,1069,5645,6714
2017-06-24,2321,4036,6357
2017-06-25,2877,3533,6410
2017-06-26,1239,6761,8000
2017-06-27,1084,6511,7595
2017-06-28,1204,6286,7490
2017-06-29,1267,6231,7498
2017-06-30,1247,5588,6835
2017-07-01,2002,3212,5214
2017-07-02,2349,3040,5389
2017-07-03,1351,5416,6767
2017-07-04,2611,2782,5393
2017-07-05,1402,6424,7826
2017-07-06,896,6493,7389
2017-07-07,964,6272,7236
2017-07-08,2092,3468,5560
2017-07-09,2704,3472,6176
