date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days
2014-07-09,80,15,1,7,0,0,0
2014-07-10,78,15,,7,0,0,0
2014-07-11,78,15,,6,0,0,0
2014-07-12,78,15,,2,0,0,0
2014-07-13,78,15,1,6,0,0,0
2014-07-14,78,15,1,12,1,0,0
2014-07-15,79,15,1,20,1,1,0
2014-07-16,74,15,1,8,0,0,0
2014-07-17,74,15,,4,0,0,0
2014-07-18,72,15,,0,0,0,0
2014-07-19,72,15,,0,0,0,0
2014-07-20,72,15,,0,0,0,0
2014-07-21,76,15,,3,0,0,0
2014-07-22,78,15,,0,0,0,0
2014-07-23,80,15,1,5,0,0,0
2014-07-24,75,15,,4,0,0,0
2014-07-25,74,15,,1,0,0,0
2014-07-26,75,15,,5,0,0,0
2014-07-27,78,15,1,5,0,0,0
2014-07-28,75,14,1,11,1,0,0
2014-07-29,70,14,,2,0,0,0
2014-07-30,72,14,,2,0,0,0
2014-07-31,75,14,,4,0,0,0
2014-08-01,78,14,1,3,0,0,0
2014-08-02,68,14,1,13,1,0,0
2014-08-03,71,14,1,17,1,1,0
2014-08-04,77,14,1,7,0,0,0
2014-08-05,80,14,,0,0,0,0
2014-08-06,76,14,,0,0,0,0
2014-08-07,74,14,,3,0,0,0
2014-08-08,74,14,,0,0,0,0
2014-08-09,76,14,,0,0,0,0
2014-08-10,78,14,,0,0,0,0
2014-08-11,79,14,,0,0,0,0
2014-08-12,74,14,1,11,1,0,0
2014-08-13,75,14,1,15,1,1,0
2014-08-14,70,14,,0,0,0,0
2014-08-15,67,14,,10,1,0,0
2014-08-16,70,14,,0,0,0,0
2014-08-17,74,14,,5,0,0,0
2014-08-18,72,14,,0,0,0,0
2014-08-19,73,14,1,1,0,0,0
2014-08-20,77,14,,4,0,0,0
2014-08-21,74,14,1,11,1,0,0
2014-08-22,72,14,1,15,1,1,0
2014-08-23,72,13,,15,1,1,1
2014-08-24,72,13,,0,0,0,0
2014-08-25,76,13,,0,0,0,0
2014-08-26,80,13,,0,0,0,0
2014-08-27,80,13,,2,0,0,0
2014-08-28,74,13,,1,0,0,0
2014-08-29,70,13,,0,0,0,0
2014-08-30,72,13,,12,1,0,0
2014-08-31,82,13,1,15,1,1,0
2014-09-01,82,13,,7,0,0,0
2014-09-02,84,13,,1,0,0,0
2014-09-03,79,13,,0,0,0,0
2014-09-04,78,13,,0,0,0,0
2014-09-05,80,13,1,4,0,0,0
2014-09-06,80,13,1,8,0,0,0
2014-09-07,73,13,,5,0,0,0
2014-09-08,70,13,,0,0,0,0
2014-09-09,68,13,,19,1,0,0
2014-09-10,72,13,,7,0,0,0
2014-09-11,76,13,,11,1,0,0
2014-09-12,70,13,,5,0,0,0
2014-09-13,64,13,1,18,1,0,0
2014-09-14,62,13,,0,0,0,0
2014-09-15,63,12,,0,0,0,0
2014-09-16,64,12,1,13,1,0,0
2014-09-17,64,12,,0,0,0,0
2014-09-18,66,12,,1,0,0,0
2014-09-19,60,12,,3,0,0,0
2014-09-20,66,12,,4,0,0,0
2014-09-21,71,12,1,16,1,0,0
2014-09-22,63,12,1,4,0,0,0
2014-09-23,62,12,,0,0,0,0
2014-09-24,64,12,,3,0,0,0
2014-09-25,60,12,1,18,1,0,0
2014-09-26,68,12,,0,0,0,0
2014-09-27,72,12,,0,0,0,0
2014-09-28,74,12,,0,0,0,0
2014-09-29,73,12,,5,0,0,0
2014-09-30,66,12,1,23,1,0,0
2014-10-01,63,12,1,24,1,1,0
2014-10-02,66,12,,23,1,1,1
2014-10-03,64,12,,5,0,0,0
2014-10-04,60,12,1,15,1,0,0
2014-10-05,54,12,,0,0,0,0
2014-10-06,60,12,,0,0,0,0
2014-10-07,67,12,1,12,1,0,0
2014-10-08,68,11,1,5,0,0,0
2014-10-09,62,11,,0,0,0,0
2014-10-10,58,11,,10,1,0,0
2014-10-11,55,11,1,18,1,1,0
2014-10-12,56,11,,0,0,0,0
2014-10-13,58,11,1,21,1,0,0
2014-10-14,70,11,1,15,1,1,0
2014-10-15,73,11,1,23,1,1,1
2014-10-16,66,11,1,14,1,1,1
2014-10-17,65,11,,6,0,0,0
2014-10-18,63,11,,18,1,0,0
2014-10-19,50,11,,10,1,1,0
2014-10-20,51,11,1,0,0,0,0
2014-10-21,61,11,1,8,0,0,0
2014-10-22,54,11,1,24,1,0,0
2014-10-23,52,11,1,24,1,1,0
2014-10-24,57,11,,8,0,0,0
2014-10-25,58,11,1,2,0,0,0
2014-10-26,58,11,,14,1,0,0
2014-10-27,56,11,,0,0,0,0
2014-10-28,62,11,,0,0,0,0
2014-10-29,62,11,1,7,0,0,0
2014-10-30,53,11,,1,0,0,0
2014-10-31,50,10,1,18,1,0,0
2014-11-01,44,10,1,24,1,1,0
2014-11-02,44,10,,8,0,0,0
2014-11-03,50,10,,6,0,0,0
2014-11-04,60,10,,6,0,0,0
2014-11-05,60,10,,3,0,0,0
2014-11-06,52,10,1,21,1,0,0
2014-11-07,46,10,,12,1,1,0
2014-11-08,42,10,,1,0,0,0
2014-11-09,52,10,,7,0,0,0
2014-11-10,52,10,,0,0,0,0
2014-11-11,56,10,1,9,0,0,0
2014-11-12,56,10,1,14,1,0,0
2014-11-13,42,10,1,13,1,1,0
2014-11-14,38,10,1,8,0,0,0
2014-11-15,38,10,,0,0,0,0
2014-11-16,40,10,1,20,1,0,0
2014-11-17,46,10,1,23,1,1,0
2014-11-18,34,10,,0,0,0,0
2014-11-19,29,10,,4,0,0,0
2014-11-20,38,10,,7,0,0,0
2014-11-21,32,10,,0,0,0,0
2014-11-22,36,10,,7,0,0,0
2014-11-23,50,10,,11,1,0,0
2014-11-24,61,10,1,13,1,1,0
2014-11-25,60,10,,0,0,0,0
2014-11-26,42,10,1,21,1,0,0
2014-11-27,36,10,1,23,1,1,0
2014-11-28,33,10,,2,0,0,0
2014-11-29,36,10,,14,1,0,0
2014-11-30,50,10,,21,1,1,0
2014-12-01,54,9,1,17,1,1,1
2014-12-02,39,9,1,16,1,1,1
2014-12-03,44,9,1,19,1,1,1
2014-12-04,41,9,,0,0,0,0
2014-12-05,39,9,1,15,1,0,0
2014-12-06,44,9,1,24,1,1,0
2014-12-07,36,9,1,2,0,0,0
2014-12-08,30,9,,16,1,0,0
2014-12-09,39,9,1,24,1,1,0
2014-12-10,36,9,1,24,1,1,1
2014-12-11,34,9,1,20,1,1,1
2014-12-12,35,9,,18,1,1,1
2014-12-13,39,9,,2,0,0,0
2014-12-14,42,9,,9,0,0,0
2014-12-15,42,9,,0,0,0,0
2014-12-16,44,9,1,18,1,0,0
2014-12-17,48,9,1,19,1,1,0
2014-12-18,40,9,,11,1,1,1
2014-12-19,34,9,,10,1,1,1
2014-12-20,32,9,,24,1,1,1
2014-12-21,34,9,1,24,1,1,1
2014-12-22,40,9,1,24,1,1,1
2014-12-23,44,9,1,24,1,1,1
2014-12-24,51,9,1,24,1,1,1
2014-12-25,53,9,1,12,1,1,1
2014-12-26,45,9,,0,0,0,0
2014-12-27,50,9,,1,0,0,0
2014-12-28,48,9,1,12,1,0,0
2014-12-29,39,9,,0,0,0,0
2014-12-30,31,9,,5,0,0,0
2014-12-31,30,9,,4,0,0,0
2015-01-01,33,9,,0,0,0,0
2015-01-02,38,9,,3,0,0,0
2015-01-03,38,9,1,14,1,0,0
2015-01-04,48,9,1,22,1,1,0
2015-01-05,36,9,,2,0,0,0
2015-01-06,20,9,1,12,1,0,0
2015-01-07,16,9,,0,0,0,0
2015-01-08,14,9,,0,0,0,0
2015-01-09,26,9,1,10,1,0,0
2015-01-10,20,9,,0,0,0,0
2015-01-11,28,9,,8,0,0,0
2015-01-12,37,10,1,24,1,0,0
2015-01-13,26,10,,6,0,0,0
2015-01-14,24,10,,13,1,0,0
2015-01-15,30,10,,8,0,0,0
2015-01-16,32,10,1,2,0,0,0
2015-01-17,24,10,,0,0,0,0
2015-01-18,36,10,1,19,1,0,0
2015-01-19,39,10,,19,1,1,0
2015-01-20,36,10,,12,1,1,1
2015-01-21,30,10,,12,1,1,1
2015-01-22,36,10,1,12,1,1,1
2015-01-23,34,10,,3,0,0,0
2015-01-24,36,10,1,19,1,0,0
2015-01-25,36,10,,8,0,0,0
2015-01-26,26,10,1,24,1,0,0
2015-01-27,25,10,1,14,1,1,0
2015-01-28,25,10,,0,0,0,0
2015-01-29,28,10,1,8,0,0,0
2015-01-30,28,10,1,15,1,0,0
2015-01-31,20,10,,0,0,0,0
2015-02-01,28,10,1,16,1,0,0
2015-02-02,24,10,1,20,1,1,0
2015-02-03,20,10,,0,0,0,0
2015-02-04,34,10,,13,1,0,0
2015-02-05,28,10,,8,0,0,0
2015-02-06,20,10,,3,0,0,0
2015-02-07,32,10,1,20,1,0,0
2015-02-08,33,10,1,20,1,1,0
2015-02-09,27,10,1,24,1,1,1
2015-02-10,33,10,1,15,1,1,1
2015-02-11,28,11,,1,0,0,0
2015-02-12,28,11,1,17,1,0,0
2015-02-13,14,11,,0,0,0,0
2015-02-14,24,11,1,20,1,0,0
2015-02-15,14,11,1,11,1,1,0
2015-02-16,12,11,,4,0,0,0
2015-02-17,20,11,1,13,1,0,0
2015-02-18,26,11,1,7,0,0,0
2015-02-19,18,11,,7,0,0,0
2015-02-20,10,11,,0,0,0,0
2015-02-21,22,11,1,13,1,0,0
2015-02-22,38,11,1,10,1,1,0
2015-02-23,23,11,,6,0,0,0
2015-02-24,14,11,,1,0,0,0
2015-02-25,28,11,,0,0,0,0
2015-02-26,26,11,1,14,1,0,0
2015-02-27,24,11,,3,0,0,0
2015-02-28,21,11,,0,0,0,0
2015-03-01,28,11,1,19,1,0,0
2015-03-02,33,11,1,10,1,1,0
2015-03-03,30,11,1,13,1,1,1
2015-03-04,40,11,1,23,1,1,1
2015-03-05,30,11,1,22,1,1,1
2015-03-06,20,12,,0,0,0,0
2015-03-07,28,12,,6,0,0,0
2015-03-08,43,12,,8,0,0,0
2015-03-09,47,12,1,6,0,0,0
2015-03-10,46,12,1,10,1,0,0
2015-03-11,52,12,1,4,0,0,0
2015-03-12,42,12,,0,0,0,0
2015-03-13,37,12,,1,0,0,0
2015-03-14,46,12,1,23,1,0,0
2015-03-15,40,12,,18,1,1,0
2015-03-16,44,12,,3,0,0,0
2015-03-17,46,12,1,10,1,0,0
2015-03-18,34,12,,5,0,0,0
2015-03-19,36,12,,1,0,0,0
2015-03-20,34,12,1,18,1,0,0
2015-03-21,38,12,1,17,1,1,0
2015-03-22,36,12,,0,0,0,0
2015-03-23,30,12,,0,0,0,0
2015-03-24,36,12,,7,0,0,0
2015-03-25,42,12,1,11,1,0,0
2015-03-26,52,12,1,24,1,1,0
2015-03-27,42,12,1,23,1,1,1
2015-03-28,33,12,1,23,1,1,1
2015-03-29,36,13,,7,0,0,0
2015-03-30,45,13,1,13,1,0,0
2015-03-31,41,13,1,8,0,0,0
2015-04-01,42,13,,1,0,0,0
2015-04-02,54,13,,3,0,0,0
2015-04-03,62,13,1,19,1,0,0
2015-04-04,51,13,1,7,0,0,0
2015-04-05,52,13,,9,0,0,0
2015-04-06,52,13,,1,0,0,0
2015-04-07,52,13,1,23,1,0,0
2015-04-08,41,13,1,24,1,1,0
2015-04-09,40,13,1,24,1,1,1
2015-04-10,48,13,1,18,1,1,1
2015-04-11,50,13,,0,0,0,0
2015-04-12,54,13,,0,0,0,0
2015-04-13,59,13,,0,0,0,0
2015-04-14,60,13,,12,1,0,0
2015-04-15,62,13,,0,0,0,0
2015-04-16,58,13,,0,0,0,0
2015-04-17,63,13,1,14,1,0,0
2015-04-18,70,13,,0,0,0,0
2015-04-19,56,13,,0,0,0,0
2015-04-20,52,14,1,24,1,0,0
2015-04-21,58,14,1,8,0,0,0
2015-04-22,58,14,1,11,1,0,0
2015-04-23,46,14,,8,0,0,0
2015-04-24,46,14,,9,0,0,0
2015-04-25,50,14,,0,0,0,0
2015-04-26,55,14,,7,0,0,0
2015-04-27,56,14,,15,1,0,0
2015-04-28,60,14,,2,0,0,0
2015-04-29,64,14,,3,0,0,0
2015-04-30,58,14,,7,0,0,0
2015-05-01,56,14,,12,1,0,0
2015-05-02,61,14,1,7,0,0,0
2015-05-03,66,14,,0,0,0,0
2015-05-04,71,14,,2,0,0,0
2015-05-05,76,14,,4,0,0,0
2015-05-06,66,14,,16,1,0,0
2015-05-07,68,14,1,0,0,0,0
2015-05-08,69,14,1,0,0,0,0
2015-05-09,64,14,1,23,1,0,0
2015-05-10,72,14,1,11,1,1,0
2015-05-11,77,14,1,9,0,0,0
2015-05-12,75,14,1,5,0,0,0
2015-05-13,62,14,,6,0,0,0
2015-05-14,62,14,,0,0,0,0
2015-05-15,65,14,,5,0,0,0
2015-05-16,66,14,1,16,1,0,0
2015-05-17,74,15,1,5,0,0,0
2015-05-18,68,15,1,20,1,0,0
2015-05-19,70,15,1,12,1,1,0
2015-05-20,60,15,,2,0,0,0
2015-05-21,57,15,,18,1,0,0
2015-05-22,64,15,,10,1,1,0
2015-05-23,60,15,,0,0,0,0
2015-05-24,68,15,,0,0,0,0
2015-05-25,74,15,,0,0,0,0
2015-05-26,78,15,,0,0,0,0
2015-05-27,78,15,1,7,0,0,0
2015-05-28,78,15,1,10,1,0,0
2015-05-29,75,15,,0,0,0,0
2015-05-30,76,15,,0,0,0,0
2015-05-31,72,15,1,11,1,0,0
2015-06-01,54,15,1,24,1,1,0
2015-06-02,52,15,1,24,1,1,1
2015-06-03,61,15,,9,0,0,0
2015-06-04,60,15,,10,1,0,0
2015-06-05,62,15,1,21,1,1,0
2015-06-06,68,15,1,10,1,1,1
2015-06-07,64,15,,1,0,0,0
2015-06-08,71,15,1,12,1,0,0
2015-06-09,76,15,1,9,0,0,0
2015-06-10,74,15,,0,0,0,0
2015-06-11,80,15,1,3,0,0,0
2015-06-12,80,15,1,0,0,0,0
2015-06-13,79,15,,2,0,0,0
2015-06-14,77,15,1,3,0,0,0
2015-06-15,74,15,1,23,1,0,0
2015-06-16,72,15,1,17,1,1,0
2015-06-17,74,15,1,2,0,0,0
2015-06-18,68,15,,20,1,0,0
2015-06-19,78,15,,13,1,1,0
2015-06-20,70,15,1,20,1,1,1
2015-06-21,80,15,1,13,1,1,1
2015-06-22,78,15,,0,0,0,0
2015-06-23,82,15,,0,0,0,0
2015-06-24,76,15,,0,0,0,0
2015-06-25,74,15,,5,0,0,0
2015-06-26,76,15,,9,0,0,0
2015-06-27,64,15,1,21,1,0,0
2015-06-28,68,15,1,22,1,1,0
2015-06-29,70,15,,8,0,0,0
2015-06-30,75,15,1,9,0,0,0
2015-07-01,76,15,1,7,0,0,0
2015-07-02,74,15,,0,0,0,0
2015-07-03,74,15,,0,0,0,0
2015-07-04,72,15,1,13,1,0,0
2015-07-05,76,15,,4,0,0,0
2015-07-06,78,15,1,6,0,0,0
2015-07-07,82,15,1,9,0,0,0
2015-07-08,82,15,1,7,0,0,0
2015-07-09,74,15,1,17,1,0,0
2015-07-10,78,15,1,6,0,0,0
2015-07-11,78,15,,0,0,0,0
2015-07-12,80,15,,0,0,0,0
2015-07-13,80,15,,0,0,0,0
2015-07-14,78,15,1,7,0,0,0
2015-07-15,77,15,1,17,1,0,0
2015-07-16,72,15,,4,0,0,0
2015-07-17,74,15,,2,0,0,0
2015-07-18,78,15,1,11,1,0,0
2015-07-19,86,15,,0,0,0,0
2015-07-20,88,15,,0,0,0,0
2015-07-21,82,15,,8,0,0,0
2015-07-22,77,15,,0,0,0,0
2015-07-23,77,15,,0,0,0,0
2015-07-24,78,15,,2,0,0,0
2015-07-25,78,15,,1,0,0,0
2015-07-26,82,15,,9,0,0,0
2015-07-27,78,15,1,6,0,0,0
2015-07-28,85,14,1,1,0,0,0
2015-07-29,87,14,,0,0,0,0
2015-07-30,82,14,1,16,1,0,0
2015-07-31,80,14,1,0,0,0,0
2015-08-01,82,14,,6,0,0,0
2015-08-02,80,14,,0,0,0,0
2015-08-03,82,14,,1,0,0,0
2015-08-04,79,14,1,2,0,0,0
2015-08-05,80,14,,1,0,0,0
2015-08-06,75,14,,0,0,0,0
2015-08-07,76,14,,0,0,0,0
2015-08-08,75,14,,1,0,0,0
2015-08-09,76,14,,1,0,0,0
2015-08-10,77,14,,11,1,0,0
2015-08-11,76,14,1,16,1,1,0
2015-08-12,78,14,,4,0,0,0
2015-08-13,75,14,,1,0,0,0
2015-08-14,78,14,,0,0,0,0
2015-08-15,82,14,,0,0,0,0
2015-08-16,84,14,,2,0,0,0
2015-08-17,86,14,,6,0,0,0
2015-08-18,82,14,1,4,0,0,0
2015-08-19,82,14,,1,0,0,0
2015-08-20,82,14,,6,0,0,0
2015-08-21,79,14,1,8,0,0,0
2015-08-22,78,14,1,0,0,0,0
2015-08-23,78,13,,3,0,0,0
2015-08-24,80,13,,3,0,0,0
2015-08-25,82,13,,4,0,0,0
2015-08-26,76,13,,0,0,0,0
2015-08-27,74,13,,1,0,0,0
2015-08-28,72,13,,0,0,0,0
2015-08-29,77,13,,0,0,0,0
2015-08-30,81,13,1,3,0,0,0
2015-08-31,84,13,,1,0,0,0
2015-09-01,83,13,,0,0,0,0
2015-09-02,82,13,1,0,0,0,0
2015-09-03,84,13,1,0,0,0,0
2015-09-04,79,13,1,3,0,0,0
2015-09-05,75,13,,0,0,0,0
2015-09-06,76,13,,0,0,0,0
2015-09-07,81,13,,0,0,0,0
2015-09-08,86,13,,0,0,0,0
2015-09-09,83,13,1,4,0,0,0
2015-09-10,74,13,1,24,1,0,0
2015-09-11,74,13,1,11,1,1,0
2015-09-12,74,13,1,11,1,1,1
2015-09-13,71,13,1,9,0,0,0
2015-09-14,68,13,,0,0,0,0
2015-09-15,73,12,,0,0,0,0
2015-09-16,77,12,,0,0,0,0
2015-09-17,78,12,,0,0,0,0
2015-09-18,78,12,,0,0,0,0
2015-09-19,76,12,1,0,0,0,0
2015-09-20,72,12,,5,0,0,0
2015-09-21,66,12,,2,0,0,0
2015-09-22,66,12,,5,0,0,0
2015-09-23,70,12,,0,0,0,0
2015-09-24,71,12,,0,0,0,0
2015-09-25,70,12,,0,0,0,0
2015-09-26,66,12,,0,0,0,0
2015-09-27,64,12,,5,0,0,0
2015-09-28,72,12,,13,1,0,0
2015-09-29,78,12,1,12,1,1,0
2015-09-30,69,12,1,22,1,1,1
2015-10-01,60,12,1,20,1,1,1
2015-10-02,52,12,1,24,1,1,1
2015-10-03,52,12,1,24,1,1,1
2015-10-04,58,12,,16,1,1,1
2015-10-05,60,12,,7,0,0,0
2015-10-06,62,12,,1,0,0,0
2015-10-07,66,12,,3,0,0,0
2015-10-08,66,11,,3,0,0,0
2015-10-09,70,11,1,13,1,0,0
2015-10-10,58,11,,0,0,0,0
2015-10-11,61,11,,0,0,0,0
2015-10-12,66,11,,0,0,0,0
2015-10-13,66,11,,14,1,0,0
2015-10-14,63,11,,8,0,0,0
2015-10-15,58,11,,0,0,0,0
2015-10-16,58,11,,2,0,0,0
2015-10-17,49,11,,1,0,0,0
2015-10-18,44,11,,0,0,0,0
2015-10-19,44,11,,1,0,0,0
2015-10-20,59,11,,6,0,0,0
2015-10-21,66,11,,0,0,0,0
2015-10-22,66,11,,1,0,0,0
2015-10-23,55,11,1,0,0,0,0
2015-10-24,48,11,,12,1,0,0
2015-10-25,58,11,1,13,1,1,0
2015-10-26,52,11,,0,0,0,0
2015-10-27,52,11,,1,0,0,0
2015-10-28,61,11,1,21,1,0,0
2015-10-29,65,11,1,7,0,0,0
2015-10-30,54,11,,0,0,0,0
2015-10-31,49,10,,0,0,0,0
2015-11-01,60,10,,10,1,0,0
2015-11-02,58,10,,0,0,0,0
2015-11-03,60,10,,0,0,0,0
2015-11-04,63,10,1,0,0,0,0
2015-11-05,64,10,1,21,1,0,0
2015-11-06,70,10,1,17,1,1,0
2015-11-07,62,10,,10,1,1,1
2015-11-08,51,10,,0,0,0,0
2015-11-09,51,10,,0,0,0,0
2015-11-10,54,10,1,22,1,0,0
2015-11-11,54,10,1,24,1,1,0
2015-11-12,56,10,1,21,1,1,1
2015-11-13,52,10,,1,0,0,0
2015-11-14,46,10,,0,0,0,0
2015-11-15,48,10,,0,0,0,0
2015-11-16,59,10,,0,0,0,0
2015-11-17,46,10,,1,0,0,0
2015-11-18,52,10,,19,1,0,0
2015-11-19,60,10,1,23,1,1,0
2015-11-20,55,10,,4,0,0,0
2015-11-21,48,10,,5,0,0,0
2015-11-22,48,10,1,12,1,0,0
2015-11-23,38,10,,0,0,0,0
2015-11-24,39,10,,7,0,0,0
2015-11-25,43,10,,0,0,0,0
2015-11-26,50,10,,0,0,0,0
2015-11-27,58,10,1,0,0,0,0
2015-11-28,54,10,,0,0,0,0
2015-11-29,44,10,,0,0,0,0
2015-11-30,53,10,,6,0,0,0
2015-12-01,48,9,1,24,1,0,0
2015-12-02,52,9,1,23,1,1,0
2015-12-03,50,9,,8,0,0,0
2015-12-04,46,9,,2,0,0,0
2015-12-05,46,9,,0,0,0,0
2015-12-06,46,9,,0,0,0,0
2015-12-07,48,9,,0,0,0,0
2015-12-08,45,9,,8,0,0,0
2015-12-09,48,9,,18,1,0,0
2015-12-10,56,9,,3,0,0,0
2015-12-11,56,9,,0,0,0,0
2015-12-12,60,9,1,7,0,0,0
2015-12-13,61,9,1,5,0,0,0
2015-12-14,60,9,1,22,1,0,0
2015-12-15,60,9,1,12,1,1,0
2015-12-16,50,9,1,13,1,1,1
2015-12-17,54,9,1,24,1,1,1
2015-12-18,48,9,1,17,1,1,1
2015-12-19,38,9,,10,1,1,1
2015-12-20,38,9,,6,0,0,0
2015-12-21,48,9,,6,0,0,0
2015-12-22,58,9,1,19,1,0,0
2015-12-23,58,9,1,17,1,1,0
2015-12-24,68,9,1,12,1,1,1
2015-12-25,62,9,1,15,1,1,1
2015-12-26,53,9,1,23,1,1,1
2015-12-27,54,9,1,23,1,1,1
2015-12-28,40,9,1,8,0,0,0
2015-12-29,40,9,1,22,1,0,0
2015-12-30,43,9,1,22,1,1,0
2015-12-31,45,9,,21,1,1,1
2016-01-01,38,9,,15,1,1,1
2016-01-02,36,9,,6,0,0,0
2016-01-03,40,9,,1,0,0,0
2016-01-04,25,9,,8,0,0,0
2016-01-05,20,9,,0,0,0,0
2016-01-06,33,9,,0,0,0,0
2016-01-07,38,9,,5,0,0,0
2016-01-08,38,9,,10,1,0,0
2016-01-09,44,9,1,22,1,1,0
2016-01-10,50,9,1,18,1,1,1
2016-01-11,33,9,,2,0,0,0
2016-01-12,34,10,,8,0,0,0
2016-01-13,26,10,,2,0,0,0
2016-01-14,30,10,,22,1,0,0
2016-01-15,42,10,,7,0,0,0
2016-01-16,47,10,1,21,1,0,0
2016-01-17,36,10,1,16,1,1,0
2016-01-18,24,10,1,1,0,0,0
2016-01-19,22,10,,2,0,0,0
2016-01-20,32,10,,6,0,0,0
2016-01-21,31,10,,4,0,0,0
2016-01-22,26,10,1,7,0,0,0
2016-01-23,26,10,1,24,1,0,0
2016-01-24,28,10,1,7,0,0,0
2016-01-25,34,10,,5,0,0,0
2016-01-26,43,10,,4,0,0,0
2016-01-27,40,10,1,7,0,0,0
2016-01-28,37,10,,4,0,0,0
2016-01-29,36,10,,10,1,0,0
2016-01-30,34,10,,0,0,0,0
2016-01-31,46,10,,0,0,0,0
2016-02-01,52,10,1,7,0,0,0
2016-02-02,44,10,,0,0,0,0
2016-02-03,50,10,1,19,1,0,0
2016-02-04,52,10,1,21,1,1,0
2016-02-05,38,10,1,14,1,1,1
2016-02-06,35,10,,0,0,0,0
2016-02-07,40,10,,0,0,0,0
2016-02-08,34,10,1,20,1,0,0
2016-02-09,32,10,1,21,1,1,0
2016-02-10,35,10,1,20,1,1,1
2016-02-11,24,11,1,9,0,0,0
2016-02-12,21,11,,10,1,0,0
2016-02-13,14,11,,3,0,0,0
2016-02-14,7,11,,0,0,0,0
2016-02-15,24,11,1,19,1,0,0
2016-02-16,44,11,1,20,1,1,0
2016-02-17,37,11,,16,1,1,1
2016-02-18,32,11,,0,0,0,0
2016-02-19,32,11,,8,0,0,0
2016-02-20,50,11,,7,0,0,0
2016-02-21,50,11,1,10,1,0,0
2016-02-22,45,11,,1,0,0,0
2016-02-23,38,11,1,18,1,0,0
2016-02-24,48,11,1,24,1,1,0
2016-02-25,49,11,1,17,1,1,1
2016-02-26,34,11,,6,0,0,0
2016-02-27,34,11,,0,0,0,0
2016-02-28,49,11,,0,0,0,0
2016-02-29,54,11,1,3,0,0,0
2016-03-01,46,11,,5,0,0,0
2016-03-02,42,11,1,7,0,0,0
2016-03-03,31,11,,6,0,0,0
2016-03-04,34,11,1,15,1,0,0
2016-03-05,34,12,,7,0,0,0
2016-03-06,38,12,,8,0,0,0
2016-03-07,48,12,1,0,0,0,0
2016-03-08,57,12,1,3,0,0,0
2016-03-09,60,12,1,0,0,0,0
2016-03-10,71,12,,8,0,0,0
2016-03-11,58,12,1,8,0,0,0
2016-03-12,50,12,,0,0,0,0
2016-03-13,56,12,1,7,0,0,0
2016-03-14,46,12,1,24,1,0,0
2016-03-15,50,12,1,19,1,1,0
2016-03-16,56,12,1,6,0,0,0
2016-03-17,54,12,,6,0,0,0
2016-03-18,50,12,,5,0,0,0
2016-03-19,41,12,,3,0,0,0
2016-03-20,38,12,1,18,1,0,0
2016-03-21,41,12,1,6,0,0,0
2016-03-22,46,12,,1,0,0,0
2016-03-23,60,12,,0,0,0,0
2016-03-24,50,12,1,11,1,0,0
2016-03-25,58,12,1,16,1,1,0
2016-03-26,46,12,,2,0,0,0
2016-03-27,49,12,,15,1,0,0
2016-03-28,52,13,1,19,1,1,0
2016-03-29,46,13,,1,0,0,0
2016-03-30,46,13,,0,0,0,0
2016-03-31,61,13,,3,0,0,0
2016-04-01,70,13,1,19,1,0,0
2016-04-02,55,13,1,17,1,1,0
2016-04-03,42,13,1,11,1,1,1
2016-04-04,38,13,1,23,1,1,1
2016-04-05,34,13,,6,0,0,0
2016-04-06,39,13,,2,0,0,0
2016-04-07,53,13,1,10,1,0,0
2016-04-08,45,13,,11,1,1,0
2016-04-09,40,13,1,14,1,1,1
2016-04-10,40,13,,4,0,0,0
2016-04-11,54,13,1,16,1,0,0
2016-04-12,52,13,1,10,1,1,0
2016-04-13,49,13,,1,0,0,0
2016-04-14,52,13,1,3,0,0,0
2016-04-15,54,13,,0,0,0,0
2016-04-16,56,13,,0,0,0,0
2016-04-17,60,13,,0,0,0,0
2016-04-18,66,13,,0,0,0,0
2016-04-19,64,14,,1,0,0,0
2016-04-20,59,14,,0,0,0,0
2016-04-21,61,14,,0,0,0,0
2016-04-22,70,14,1,5,0,0,0
2016-04-23,63,14,1,10,1,0,0
2016-04-24,58,14,,0,0,0,0
2016-04-25,60,14,,7,0,0,0
2016-04-26,54,14,1,21,1,0,0
2016-04-27,54,14,,12,1,1,0
2016-04-28,54,14,,8,0,0,0
2016-04-29,52,14,1,24,1,0,0
2016-04-30,56,14,,10,1,1,0
2016-05-01,48,14,1,22,1,1,1
2016-05-02,52,14,1,18,1,1,1
2016-05-03,54,14,1,24,1,1,1
2016-05-04,50,14,1,24,1,1,1
2016-05-05,52,14,1,24,1,1,1
2016-05-06,51,14,1,24,1,1,1
2016-05-07,54,14,1,19,1,1,1
2016-05-08,58,14,1,10,1,1,1
2016-05-09,62,14,,3,0,0,0
2016-05-10,56,14,,1,0,0,0
2016-05-11,63,14,,0,0,0,0
2016-05-12,68,14,,0,0,0,0
2016-05-13,61,14,,0,0,0,0
2016-05-14,64,14,,0,0,0,0
2016-05-15,52,14,,0,0,0,0
2016-05-16,61,15,,0,0,0,0
2016-05-17,58,15,,6,0,0,0
2016-05-18,56,15,,6,0,0,0
2016-05-19,64,15,,14,1,0,0
2016-05-20,64,15,,0,0,0,0
2016-05-21,60,15,1,14,1,0,0
