date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total
2011-04-25,66,14,1,20,1,1,1,580,5489,6069
2011-04-26,68,14,1,6,0,0,0,617,4984,5601
2011-04-27,68,14,0,7,0,0,0,547,5422,5969
2011-04-28,66,14,1,14,1,0,0,494,5320,5814
2011-04-29,62,14,0,8,0,0,0,623,4448,5071
2011-04-30,58,14,0,11,1,0,0,852,2293,3145
2011-05-01,60,14,0,0,0,0,0,693,1901,2594
2011-05-02,56,14,0,15,1,0,0,531,5087,5618
2011-05-03,65,14,0,6,0,0,0,518,5427,5945
2011-05-04,55,14,1,23,1,0,0,463,5277,5740
2011-05-05,56,14,0,6,0,0,0,557,5097,5654
2011-05-06,61,14,0,0,0,0,0,546,4523,5069
2011-05-07,64,14,0,4,0,0,0,870,2062,2932
2011-05-08,63,14,0,10,1,0,0,772,1556,2328
2011-05-09,62,14,0,4,0,0,0,564,4987,5551
2011-05-10,64,14,0,0,0,0,0,541,5108,5649
2011-05-11,62,14,0,5,0,0,0,560,5390,5950
2011-05-12,63,14,0,3,0,0,0,527,5025,5552
2011-05-13,60,14,0,18,1,0,0,648,4550,5198
2011-05-14,60,14,0,24,1,1,0,880,2051,2931
2011-05-15,64,14,1,22,1,1,1,684,1723,2407
2011-05-16,58,14,1,24,1,1,1,509,5009,5518
2011-05-17,56,15,1,24,1,1,1,453,5819,6272
2011-05-18,60,15,1,24,1,1,1,430,5573,6003
2011-05-19,68,15,1,12,1,1,1,391,5385,5776
2011-05-20,60,15,1,12,1,1,1,840,4666,5506
2011-05-21,66,15,1,3,0,0,0,1109,2326,3435
2011-05-22,56,15,1,24,1,0,0,773,1662,2435
2011-05-23,61,15,1,24,1,1,0,515,4937,5452
2011-05-24,74,15,1,11,1,1,1,651,5372,6023
2011-05-25,74,15,0,0,0,0,0,623,4887,5510
2011-05-26,71,15,1,3,0,0,0,686,4913,5599
2011-05-27,74,15,1,0,0,0,0,726,4551,5277
2011-05-28,76,15,0,0,0,0,0,974,2036,3010
2011-05-29,74,15,1,3,0,0,0,886,1398,2284
2011-05-30,78,15,1,2,0,0,0,933,2294,3227
2011-05-31,79,15,1,0,0,0,0,497,6260,6757
2011-06-01,80,15,1,0,0,0,0,440,5239,5679
2011-06-02,71,15,0,0,0,0,0,478,5363,5841
2011-06-03,66,15,0,0,0,0,0,598,4750,5348
2011-06-04,67,15,0,5,0,0,0,984,2198,3182
2011-06-05,63,15,0,8,0,0,0,834,1621,2455
2011-06-06,70,15,0,4,0,0,0,574,5260,5834
2011-06-07,76,15,1,0,0,0,0,526,5510,6036
2011-06-08,84,15,1,0,0,0,0,426,5921,6347
2011-06-09,82,15,1,1,0,0,0,302,6037,6339
2011-06-10,78,15,1,2,0,0,0,446,5224,5670
2011-06-11,66,15,1,24,1,0,0,741,2389,3130
2011-06-12,66,15,1,22,1,1,0,774,1727,2501
2011-06-13,66,15,1,11,1,1,1,531,5300,5831
2011-06-14,65,15,1,8,0,0,0,487,5353,5840
2011-06-15,70,15,0,1,0,0,0,552,5138,5690
2011-06-16,,15,0,6,0,0,0,616,5006,5622
2011-06-17,,15,1,15,1,0,0,513,4820,5333
2011-06-18,74,15,1,1,0,0,0,1023,2435,3458
2011-06-19,76,15,0,0,0,0,0,1018,1706,2724
2011-06-20,74,15,0,0,0,0,0,542,5463,6005
2011-06-21,76,15,0,3,0,0,0,681,5533,6214
2011-06-22,76,15,1,3,0,0,0,415,5279,5694
2011-06-23,68,15,1,22,1,0,0,440,5240,5680
2011-06-24,68,15,1,24,1,1,0,620,4488,5108
2011-06-25,72,15,1,17,1,1,1,994,2341,3335
2011-06-26,72,15,0,6,0,0,0,798,1666,2464
2011-06-27,74,15,0,3,0,0,0,564,5484,6048
2011-06-28,78,15,1,5,0,0,0,527,5824,6351
2011-06-29,76,15,1,4,0,0,0,417,5327,5744
2011-06-30,74,15,0,0,0,0,0,529,5092,5621
2011-07-01,73,15,0,1,0,0,0,605,4388,4993
2011-07-02,77,15,0,0,0,0,0,912,1994,2906
2011-07-03,72,15,1,13,1,0,0,795,1287,2082
2011-07-04,78,15,1,5,0,0,0,963,1777,2740
2011-07-05,78,15,0,0,0,0,0,551,5695,6246
2011-07-06,81,15,1,0,0,0,0,310,5920,6230
2011-07-07,83,15,1,3,0,0,0,513,5557,6070
2011-07-08,76,15,1,7,0,0,0,410,4875,5285
2011-07-09,78,15,1,2,0,0,0,815,2230,3045
2011-07-10,77,15,0,0,0,0,0,859,1926,2785
2011-07-11,82,15,0,0,0,0,0,425,5730,6155
2011-07-12,86,15,0,0,0,0,0,398,6141,6539
2011-07-13,78,15,1,2,0,0,0,444,5580,6024
2011-07-14,74,15,0,2,0,0,0,552,5534,6086
2011-07-15,76,15,0,0,0,0,0,630,4796,5426
2011-07-16,80,15,0,4,0,0,0,1019,2075,3094
2011-07-17,82,15,0,0,0,0,0,851,1761,2612
2011-07-18,85,15,1,6,0,0,0,382,5552,5934
2011-07-19,84,15,1,0,0,0,0,396,5927,6323
2011-07-20,82,15,1,0,0,0,0,393,5920,6313
2011-07-21,86,15,1,0,0,0,0,335,6079,6414
2011-07-22,94,15,1,0,0,0,0,324,6683,7007
2011-07-23,92,15,0,0,0,0,0,496,3882,4378
2011-07-24,84,15,1,3,0,0,0,564,2795,3359
2011-07-25,74,15,1,11,1,0,0,412,5503,5915
2011-07-26,80,15,1,11,1,1,0,412,5473,5885
2011-07-27,76,15,0,0,0,0,0,413,5223,5636
2011-07-28,79,14,0,4,0,0,0,478,5146,5624
2011-07-29,78,14,1,17,1,0,0,483,5072,5555
2011-07-30,82,14,1,0,0,0,0,750,2552,3302
2011-07-31,81,14,0,5,0,0,0,769,2010,2779
2011-08-01,82,14,0,1,0,0,0,386,5476,5862
2011-08-02,82,14,0,0,0,0,0,434,5716,6150
2011-08-03,78,14,1,10,1,0,0,454,4546,5000
2011-08-04,76,14,1,9,0,0,0,502,4993,5495
2011-08-05,78,14,0,0,0,0,0,673,4596,5269
2011-08-06,78,14,1,11,1,0,0,979,2102,3081
2011-08-07,81,14,1,10,1,1,0,781,1787,2568
2011-08-08,82,14,1,1,0,0,0,455,5112,5567
2011-08-09,77,14,1,5,0,0,0,378,5510,5888
2011-08-10,78,14,0,3,0,0,0,475,5080,5555
2011-08-11,76,14,0,1,0,0,0,567,5082,5649
2011-08-12,74,14,0,0,0,0,0,774,4538,5312
2011-08-13,77,14,0,3,0,0,0,1096,2172,3268
2011-08-14,70,14,1,23,1,0,0,614,2850,3464
2011-08-15,72,14,1,17,1,1,0,454,6645,7099
2011-08-16,72,14,1,13,1,1,1,564,6303,6867
2011-08-17,76,14,0,1,0,0,0,613,5366,5979
2011-08-18,75,14,1,3,0,0,0,559,5165,5724
2011-08-19,74,14,1,4,0,0,0,589,5023,5612
2011-08-20,74,14,1,0,0,0,0,990,2361,3351
2011-08-21,77,14,1,7,0,0,0,839,1928,2767
2011-08-22,71,14,1,4,0,0,0,513,5683,6196
2011-08-23,70,13,0,0,0,0,0,415,5048,5463
2011-08-24,74,13,0,1,0,0,0,576,5405,5981
2011-08-25,75,13,1,5,0,0,0,349,5462,5811
2011-08-26,77,13,1,7,0,0,0,184,2951,3135
2011-08-27,74,13,1,21,1,0,0,227,1412,1639
2011-08-28,70,13,1,19,1,1,0,110,5546,5656
2011-08-29,68,13,0,0,0,0,0,387,8763,9150
2011-08-30,72,13,0,0,0,0,0,601,7862,8463
2011-08-31,74,13,0,0,0,0,0,534,5913,6447
2011-09-01,74,13,0,0,0,0,0,717,5453,6170
2011-09-02,72,13,0,2,0,0,0,791,4875,5666
2011-09-03,74,13,0,3,0,0,0,1170,2359,3529
2011-09-04,79,13,1,8,0,0,0,1258,1670,2928
2011-09-05,76,13,0,4,0,0,0,1152,2365,3517
2011-09-06,68,13,1,24,1,0,0,340,6369,6709
2011-09-07,65,13,1,24,1,1,0,347,5962,6309
2011-09-08,71,13,1,14,1,1,1,430,6749,7179
2011-09-09,76,13,0,5,0,0,0,607,5762,6369
2011-09-10,74,13,0,12,1,0,0,1057,2187,3244
2011-09-11,68,13,1,15,1,1,0,904,2096,3000
2011-09-12,73,13,1,1,0,0,0,540,5908,6448
2011-09-13,74,13,1,0,0,0,0,485,6006,6491
2011-09-14,78,13,1,1,0,0,0,435,5906,6341
2011-09-15,64,12,1,7,0,0,0,437,5812,6249
2011-09-16,58,12,0,0,0,0,0,661,5474,6135
2011-09-17,59,12,0,3,0,0,0,1185,2687,3872
2011-09-18,60,12,0,4,0,0,0,1083,1836,2919
2011-09-19,60,12,0,0,0,0,0,520,5232,5752
2011-09-20,64,12,1,18,1,0,0,510,5714,6224
2011-09-21,68,12,1,13,1,1,0,492,5577,6069
2011-09-22,74,12,1,17,1,1,1,505,5537,6042
2011-09-23,71,12,1,22,1,1,1,674,5925,6599
2011-09-24,73,12,1,9,0,0,0,938,1711,2649
2011-09-25,75,12,0,9,0,0,0,958,2141,3099
2011-09-26,74,12,1,3,0,0,0,464,6087,6551
2011-09-27,73,12,1,15,1,0,0,480,6072,6552
2011-09-28,71,12,1,23,1,1,0,448,5399,5847
2011-09-29,67,12,1,16,1,1,1,531,5439,5970
2011-09-30,67,12,1,9,0,0,0,614,4426,5040
2011-10-01,58,12,1,22,1,0,0,793,2279,3072
2011-10-02,57,12,1,9,0,0,0,820,1750,2570
2011-10-03,53,12,1,12,1,0,0,444,5739,6183
2011-10-04,56,12,0,10,1,1,0,456,5738,6194
2011-10-05,62,12,0,0,0,0,0,508,5318,5826
2011-10-06,57,12,0,0,0,0,0,540,5385,5925
2011-10-07,57,12,0,0,0,0,0,688,4877,5565
2011-10-08,66,11,0,0,0,0,0,1033,2318,3351
2011-10-09,72,11,0,0,0,0,0,1012,1618,2630
2011-10-10,71,11,0,0,0,0,0,693,3028,3721
2011-10-11,68,11,0,0,0,0,0,537,5243,5780
2011-10-12,60,11,1,11,1,0,0,462,4921,5383
2011-10-13,62,11,1,22,1,1,0,375,4985,5360
2011-10-14,64,11,1,18,1,1,1,528,5235,5763
2011-10-15,60,11,0,5,0,0,0,873,2427,3300
2011-10-16,60,11,0,9,0,0,0,856,1888,2744
2011-10-17,61,11,0,6,0,0,0,435,5507,5942
2011-10-18,61,11,0,7,0,0,0,632,5661,6293
2011-10-19,61,11,1,24,1,0,0,441,5673,6114
2011-10-20,60,11,1,10,1,1,0,536,4994,5530
2011-10-21,53,11,0,13,1,1,1,585,5743,6328
2011-10-22,54,11,0,4,0,0,0,908,3215,4123
2011-10-23,54,11,0,10,1,0,0,864,2631,3495
2011-10-24,56,11,0,8,0,0,0,447,6369,6816
2011-10-25,56,11,0,0,0,0,0,443,6484,6927
2011-10-26,56,11,0,9,0,0,0,520,6211,6731
2011-10-27,50,11,1,22,1,0,0,443,6844,7287
2011-10-28,42,11,0,6,0,0,0,537,7954,8491
2011-10-29,39,11,1,24,1,0,0,604,5996,6600
2011-10-30,40,11,1,1,0,0,0,566,5038,5604
2011-10-31,45,10,0,0,0,0,0,542,8079,8621
2011-11-01,50,10,0,0,0,0,0,480,7810,8290
2011-11-02,50,10,0,0,0,0,0,463,6823,7286
2011-11-03,52,10,0,0,0,0,0,443,6010,6453
2011-11-04,47,10,0,0,0,0,0,509,6171,6680
2011-11-05,42,10,0,0,0,0,0,704,3610,4314
2011-11-06,46,10,0,0,0,0,0,748,2742,3490
2011-11-07,54,10,0,0,0,0,0,391,5585,5976
2011-11-08,60,10,0,0,0,0,0,517,4554,5071
2011-11-09,58,10,1,4,0,0,0,526,5081,5607
2011-11-10,57,10,1,15,1,0,0,467,4883,5350
2011-11-11,44,10,1,4,0,0,0,497,4624,5121
2011-11-12,48,10,0,0,0,0,0,771,3390,4161
2011-11-13,54,10,0,1,0,0,0,817,2462,3279
2011-11-14,62,10,0,1,0,0,0,483,5801,6284
2011-11-15,62,10,1,17,1,0,0,550,5089,5639
2011-11-16,56,10,1,24,1,1,0,503,5431,5934
2011-11-17,46,10,1,21,1,1,1,423,6204,6627
2011-11-18,41,10,0,0,0,0,0,521,6391,6912
2011-11-19,44,10,0,1,0,0,0,801,3454,4255
2011-11-20,57,10,0,3,0,0,0,820,2252,3072
2011-11-21,52,10,1,21,1,0,0,411,6300,6711
2011-11-22,46,10,1,24,1,1,0,352,6096,6448
2011-11-23,46,10,1,18,1,1,1,376,5197,5573
2011-11-24,46,10,0,3,0,0,0,674,2158,2832
2011-11-25,54,10,0,0,0,0,0,690,3509,4199
2011-11-26,58,10,0,0,0,0,0,784,2374,3158
2011-11-27,55,10,0,0,0,0,0,718,2093,2811
2011-11-28,63,10,0,3,0,0,0,452,5358,5810
2011-11-29,58,10,1,23,1,0,0,428,5093,5521
2011-11-30,48,10,0,15,1,1,0,407,6303,6710
2011-12-01,44,9,0,0,0,0,0,478,6462,6940
2011-12-02,46,9,0,2,0,0,0,478,5706,6184
2011-12-03,42,9,0,0,0,0,0,791,3386,4177
2011-12-04,48,9,0,7,0,0,0,775,2264,3039
2011-12-05,53,9,1,11,1,0,0,510,5688,6198
2011-12-06,59,9,1,14,1,1,0,404,5582,5986
2011-12-07,52,9,1,24,1,1,1,467,5587,6054
2011-12-08,40,9,1,4,0,0,0,394,6999,7393
2011-12-09,44,9,0,9,0,0,0,541,5745,6286
2011-12-10,39,9,0,2,0,0,0,848,3220,4068
2011-12-11,34,9,0,0,0,0,0,792,3316,4108
2011-12-12,38,9,0,0,0,0,0,472,6652,7124
2011-12-13,40,9,0,0,0,0,0,289,6276,6565
2011-12-14,43,9,1,10,1,0,0,391,5387,5778
2011-12-15,53,9,1,17,1,1,0,462,5271,5733
2011-12-16,50,9,0,1,0,0,0,567,4899,5466
2011-12-17,36,9,0,1,0,0,0,768,3054,3822
2011-12-18,26,9,0,0,0,0,0,668,3564,4232
2011-12-19,38,9,0,10,1,0,0,381,6448,6829
2011-12-20,44,9,1,17,1,1,0,444,5362,5806
2011-12-21,52,9,1,23,1,1,1,394,4762,5156
2011-12-22,53,9,1,5,0,0,0,465,4489,4954
2011-12-23,42,9,1,13,1,0,0,463,3781,4244
2011-12-24,32,9,0,0,0,0,0,627,2378,3005
2011-12-25,38,9,0,11,1,0,0,730,1559,2289
2011-12-26,42,9,0,4,0,0,0,429,2966,3395
2011-12-27,48,9,1,10,1,0,0,356,5322,5678
2011-12-28,40,9,0,11,1,1,0,405,5944,6349
2011-12-29,31,9,0,8,0,0,0,503,6456,6959
2011-12-30,44,9,0,6,0,0,0,577,4006,4583
2011-12-31,50,9,0,13,1,0,0,703,1843,2546
2012-01-01,46,9,1,6,0,0,0,801,1625,2426
2012-01-02,42,9,0,1,0,0,0,452,3270,3722
2012-01-03,24,9,0,2,0,0,0,356,7518,7874
2012-01-04,20,9,0,5,0,0,0,324,9539,9863
2012-01-05,34,9,0,15,1,0,0,343,6790,7133
2012-01-06,44,9,0,3,0,0,0,456,5464,5920
2012-01-07,54,9,1,0,0,0,0,766,2342,3108
2012-01-08,40,9,0,2,0,0,0,667,2293,2960
2012-01-09,36,9,0,4,0,0,0,425,6038,6463
2012-01-10,40,9,1,8,0,0,0,407,5584,5991
2012-01-11,42,9,1,5,0,0,0,403,5207,5610
2012-01-12,43,10,1,24,1,0,0,420,5157,5577
2012-01-13,39,10,1,11,1,1,0,471,5468,5939
2012-01-14,30,10,0,17,1,1,1,714,3720,4434
2012-01-15,21,10,0,2,0,0,0,692,3753,4445
2012-01-16,26,10,1,5,0,0,0,433,5335,5768
2012-01-17,44,10,1,14,1,0,0,380,6040,6420
2012-01-18,39,10,1,1,0,0,0,395,6083,6478
2012-01-19,28,10,0,7,0,0,0,397,6388,6785
2012-01-20,30,10,1,5,0,0,0,515,5453,5968
2012-01-21,26,10,1,22,1,0,0,698,3585,4283
2012-01-22,26,10,0,13,1,1,0,699,3340,4039
2012-01-23,44,10,1,24,1,1,1,419,5793,6212
2012-01-24,48,10,1,11,1,1,1,464,5223,5687
2012-01-25,40,10,0,9,0,0,0,483,5102,5585
2012-01-26,36,10,1,23,1,0,0,301,5151,5452
2012-01-27,50,10,1,19,1,1,0,615,4706,5321
2012-01-28,42,10,0,3,0,0,0,788,2677,3465
2012-01-29,39,10,0,0,0,0,0,698,2461,3159
2012-01-30,37,10,0,0,0,0,0,359,5634,5993
2012-01-31,48,10,1,0,0,0,0,406,5396,5802
2012-02-01,55,10,1,7,0,0,0,417,5211,5628
2012-02-02,42,10,0,9,0,0,0,407,5684,6091
2012-02-03,37,10,1,1,0,0,0,539,5028,5567
2012-02-04,40,10,0,4,0,0,0,740,2560,3300
2012-02-05,36,10,0,0,0,0,0,772,2149,2921
2012-02-06,42,10,0,0,0,0,0,373,5210,5583
2012-02-07,44,10,0,1,0,0,0,372,5301,5673
2012-02-08,34,10,1,11,1,0,0,441,5674,6115
2012-02-09,38,10,1,1,0,0,0,376,5043,5419
2012-02-10,40,10,1,6,0,0,0,450,4503,4953
2012-02-11,35,11,1,24,1,0,0,787,2588,3375
2012-02-12,26,11,1,11,1,1,0,657,3013,3670
2012-02-13,36,11,0,3,0,0,0,354,5848,6202
2012-02-14,42,11,1,18,1,0,0,424,4690,5114
2012-02-15,42,11,1,18,1,1,0,428,4919,5347
2012-02-16,40,11,1,18,1,1,1,414,4751,5165
2012-02-17,46,11,1,9,0,0,0,508,4377,4885
2012-02-18,42,11,1,8,0,0,0,805,2042,2847
2012-02-19,40,11,0,0,0,0,0,797,1999,2796
2012-02-20,38,11,0,0,0,0,0,512,2951,3463
2012-02-21,39,11,0,4,0,0,0,479,5197,5676
2012-02-22,50,11,0,8,0,0,0,486,4617,5103
2012-02-23,52,11,1,6,0,0,0,502,4540,5042
2012-02-24,41,11,1,22,1,0,0,469,4464,4933
2012-02-25,39,11,0,4,0,0,0,678,2725,3403
2012-02-26,37,11,0,0,0,0,0,720,2508,3228
2012-02-27,48,11,0,6,0,0,0,393,4926,5319
2012-02-28,45,11,0,1,0,0,0,443,4767,5210
2012-02-29,40,11,1,18,1,0,0,378,4884,5262
2012-03-01,39,11,1,23,1,1,0,407,4934,5341
2012-03-02,38,11,1,24,1,1,1,502,4424,4926
2012-03-03,49,11,1,13,1,1,1,720,2169,2889
2012-03-04,40,11,1,14,1,1,1,773,2202,2975
2012-03-05,36,12,0,0,0,0,0,415,5735,6150
2012-03-06,34,12,0,0,0,0,0,447,5519,5966
2012-03-07,50,12,0,0,0,0,0,461,4950,5411
2012-03-08,62,12,1,3,0,0,0,589,4626,5215
2012-03-09,50,12,1,8,0,0,0,558,4489,5047
2012-03-10,36,12,1,0,0,0,0,771,2495,3266
2012-03-11,48,12,0,0,0,0,0,787,1965,2752
2012-03-12,59,12,0,2,0,0,0,555,4729,5284
2012-03-13,64,12,1,10,1,0,0,567,4832,5399
2012-03-14,60,12,1,1,0,0,0,653,5009,5662
2012-03-15,48,12,1,21,1,0,0,514,4839,5353
2012-03-16,47,12,1,18,1,1,0,554,4262,4816
2012-03-17,54,12,1,2,0,0,0,876,2203,3079
2012-03-18,55,12,1,13,1,0,0,881,1949,2830
2012-03-19,64,12,1,0,0,0,0,569,4698,5267
2012-03-20,64,12,1,10,1,0,0,480,4720,5200
2012-03-21,62,12,1,22,1,1,0,687,5005,5692
2012-03-22,67,12,1,10,1,1,1,661,4546,5207
2012-03-23,67,12,0,3,0,0,0,709,4182,4891
2012-03-24,56,12,1,10,1,0,0,975,1998,2973
2012-03-25,48,12,1,16,1,1,0,828,2146,2974
2012-03-26,44,12,0,1,0,0,0,427,5726,6153
2012-03-27,40,12,0,0,0,0,0,412,5610,6022
2012-03-28,56,13,1,10,1,0,0,518,4624,5142
2012-03-29,52,13,0,17,1,1,0,498,4889,5387
2012-03-30,48,13,1,7,0,0,0,536,4176,4712
2012-03-31,40,13,1,24,1,0,0,785,2529,3314
2012-04-01,47,13,1,24,1,1,0,856,2102,2958
2012-04-02,48,13,1,4,0,0,0,386,4910,5296
2012-04-03,52,13,0,2,0,0,0,533,4710,5243
2012-04-04,58,13,0,6,0,0,0,491,4354,4845
2012-04-05,50,13,0,0,0,0,0,347,4362,4709
2012-04-06,48,13,0,0,0,0,0,580,3477,4057
2012-04-07,50,13,0,3,0,0,0,812,2030,2842
2012-04-08,56,13,0,4,0,0,0,863,1482,2345
2012-04-09,56,13,1,7,0,0,0,488,4882,5370
2012-04-10,52,13,0,9,0,0,0,504,4482,4986
2012-04-11,48,13,1,19,1,0,0,506,4379,4885
2012-04-12,52,13,1,9,0,0,0,511,4196,4707
2012-04-13,54,13,0,0,0,0,0,708,3735,4443
2012-04-14,61,13,1,5,0,0,0,1026,1866,2892
2012-04-15,68,13,1,7,0,0,0,1188,1615,2803
2012-04-16,76,13,1,0,0,0,0,790,4950,5740
2012-04-17,70,13,1,0,0,0,0,633,4484,5117
2012-04-18,56,13,1,10,1,0,0,476,4644,5120
2012-04-19,58,14,1,8,0,0,0,550,4433,4983
2012-04-20,62,14,1,8,0,0,0,686,3971,4657
2012-04-21,62,14,1,9,0,0,0,1013,1919,2932
2012-04-22,50,14,1,17,1,0,0,697,1994,2691
2012-04-23,48,14,1,22,1,1,0,367,5432,5799
2012-04-24,50,14,0,14,1,1,1,477,5302,5779
2012-04-25,52,14,0,9,0,0,0,516,4963,5479
2012-04-26,53,14,1,17,1,0,0,510,4723,5233
2012-04-27,48,14,1,3,0,0,0,494,4541,5035
2012-04-28,49,14,0,0,0,0,0,893,2520,3413
2012-04-29,54,14,0,0,0,0,0,927,1537,2464
2012-04-30,52,14,0,7,0,0,0,438,4849,5287
2012-05-01,60,14,1,13,1,0,0,524,4759,5283
2012-05-02,52,14,1,24,1,1,0,442,4593,5035
2012-05-03,54,14,1,24,1,1,1,478,4435,4913
2012-05-04,64,14,1,13,1,1,1,660,4359,5019
2012-05-05,60,14,1,24,1,1,1,1015,1597,2612
2012-05-06,59,14,1,12,1,1,1,1040,1639,2679
2012-05-07,58,14,1,18,1,1,1,558,4705,5263
2012-05-08,60,14,1,18,1,1,1,462,4539,5001
2012-05-09,63,14,1,21,1,1,1,494,4782,5276
2012-05-10,58,14,1,10,1,1,1,528,4398,4926
2012-05-11,58,14,0,0,0,0,0,689,4003,4692
2012-05-12,66,14,0,0,0,0,0,1064,1844,2908
2012-05-13,72,14,0,2,0,0,0,1331,1366,2697
2012-05-14,66,14,1,18,1,0,0,597,4687,5284
2012-05-15,63,14,1,23,1,1,0,476,4305,4781
2012-05-16,70,15,1,13,1,1,1,597,4971,5568
2012-05-17,62,15,1,3,0,0,0,531,4464,4995
2012-05-18,63,15,0,0,0,0,0,937,4122,5059
2012-05-19,66,15,0,0,0,0,0,1129,1967,3096
2012-05-20,68,15,0,5,0,0,0,1187,1687,2874
2012-05-21,60,15,1,24,1,0,0,458,5143,5601
2012-05-22,65,15,1,24,1,1,0,470,5107,5577
2012-05-23,70,15,1,14,1,1,1,634,5026,5660
2012-05-24,64,15,1,24,1,1,1,513,4658,5171
2012-05-25,68,15,1,17,1,1,1,785,4111,4896
2012-05-26,76,15,1,3,0,0,0,1108,1833,2941
2012-05-27,72,15,1,10,1,0,0,1343,1508,2851
2012-05-28,80,15,1,3,0,0,0,1421,2191,3612
2012-05-29,78,15,1,5,0,0,0,500,5892,6392
2012-05-30,72,15,1,9,0,0,0,428,5604,6032
2012-05-31,72,15,1,1,0,0,0,567,5217,5784
2012-06-01,68,15,1,9,0,0,0,531,4688,5219
2012-06-02,68,15,1,8,0,0,0,952,2234,3186
2012-06-03,67,15,1,3,0,0,0,1014,1722,2736
2012-06-04,58,15,1,19,1,0,0,463,4993,5456
2012-06-05,58,15,1,14,1,1,0,497,4871,5368
2012-06-06,63,15,1,7,0,0,0,642,4671,5313
2012-06-07,68,15,1,10,1,0,0,666,4330,4996
2012-06-08,70,15,1,5,0,0,0,737,4258,4995
2012-06-09,71,15,1,8,0,0,0,1246,2144,3390
2012-06-10,75,15,1,9,0,0,0,1126,1670,2796
2012-06-11,70,15,1,10,1,0,0,592,5060,5652
2012-06-12,68,15,1,23,1,1,0,413,4583,4996
2012-06-13,66,15,1,23,1,1,1,487,5458,5945
2012-06-14,70,15,0,8,0,0,0,645,4841,5486
2012-06-15,70,15,1,1,0,0,0,755,4419,5174
2012-06-16,70,15,0,3,0,0,0,1489,1921,3410
2012-06-17,66,15,0,11,1,0,0,1469,1704,3173
2012-06-18,64,15,0,2,0,0,0,666,5376,6042
2012-06-19,70,15,1,12,1,0,0,561,5265,5826
2012-06-20,82,15,1,0,0,0,0,457,5447,5904
2012-06-21,86,15,1,0,0,0,0,475,6377,6852
2012-06-22,80,15,1,6,0,0,0,393,5581,5974
2012-06-23,76,15,1,4,0,0,0,1052,2918,3970
2012-06-24,75,15,1,3,0,0,0,1038,2164,3202
2012-06-25,68,15,1,13,1,0,0,392,5552,5944
2012-06-26,65,15,0,4,0,0,0,489,5132,5621
2012-06-27,72,15,0,2,0,0,0,401,5072,5473
2012-06-28,78,15,0,2,0,0,0,663,5208,5871
2012-06-29,80,15,1,4,0,0,0,516,5138,5654
2012-06-30,85,15,1,0,0,0,0,957,3337,4294
2012-07-01,84,15,1,0,0,0,0,883,2738,3621
2012-07-02,80,15,0,1,0,0,0,431,6089,6520
2012-07-03,80,15,0,0,0,0,0,541,5317,5858
2012-07-04,81,15,1,7,0,0,0,926,2239,3165
2012-07-05,86,15,1,0,0,0,0,516,5763,6279
2012-07-06,82,15,1,0,0,0,0,437,5213,5650
2012-07-07,84,15,1,4,0,0,0,868,3191,4059
2012-07-08,82,15,1,6,0,0,0,758,2684,3442
2012-07-09,80,15,0,2,0,0,0,431,5723,6154
2012-07-10,78,15,0,6,0,0,0,393,5511,5904
2012-07-11,78,15,0,9,0,0,0,500,5282,5782
2012-07-12,80,15,0,1,0,0,0,464,5077,5541
2012-07-13,82,15,1,3,0,0,0,542,4600,5142
2012-07-14,79,15,1,11,1,0,0,937,2304,3241
2012-07-15,80,15,1,11,1,1,0,847,2004,2851
2012-07-16,80,15,1,2,0,0,0,339,5396,5735
2012-07-17,85,15,1,0,0,0,0,385,5370,5755
2012-07-18,86,15,1,7,0,0,0,279,5705,5984
2012-07-19,72,15,1,18,1,0,0,432,5241,5673
2012-07-20,66,15,1,24,1,1,0,497,4111,4608
2012-07-21,70,15,0,13,1,1,1,1274,1964,3238
2012-07-22,74,15,0,2,0,0,0,1282,1741,3023
2012-07-23,78,15,1,4,0,0,0,389,4817,5206
2012-07-24,82,15,1,3,0,0,0,439,5171,5610
2012-07-25,76,15,0,0,0,0,0,489,4862,5351
2012-07-26,78,15,1,9,0,0,0,385,5196,5581
2012-07-27,79,14,0,0,0,0,0,442,4880,5322
2012-07-28,74,14,1,20,1,0,0,925,2341,3266
2012-07-29,74,14,1,13,1,1,0,1108,1898,3006
2012-07-30,74,14,0,7,0,0,0,515,5214,5729
2012-07-31,75,14,1,7,0,0,0,497,4881,5378
2012-08-01,74,14,1,12,1,0,0,450,4844,5294
2012-08-02,78,14,1,3,0,0,0,428,5051,5479
2012-08-03,82,14,1,0,0,0,0,548,4612,5160
2012-08-04,82,14,1,0,0,0,0,872,2175,3047
2012-08-05,82,14,1,9,0,0,0,774,2100,2874
2012-08-06,79,14,0,6,0,0,0,412,5401,5813
2012-08-07,76,14,0,0,0,0,0,501,5264,5765
2012-08-08,80,14,1,0,0,0,0,451,4996,5447
2012-08-09,80,14,0,0,0,0,0,431,4597,5028
2012-08-10,75,14,1,7,0,0,0,452,4652,5104
2012-08-11,81,14,0,3,0,0,0,977,2084,3061
2012-08-12,80,14,0,3,0,0,0,1212,1772,2984
2012-08-13,78,14,0,0,0,0,0,469,5226,5695
2012-08-14,76,14,0,7,0,0,0,479,5139,5618
2012-08-15,74,14,1,11,1,0,0,398,5507,5905
